p	SIGMA	TMASS	CRATIO	EXCESS	H
97	9.400087	675.629394531	0.998538080045	0.998535916221	675.618556701
193	8.407543	339.696777344	0.997466498712	0.997459037573	339.559585492
257	7.994375	255.00390625	0.996109008789	0.99609375	255
353	7.536476	187.214355469	1.00301523009	1.00303147143	185.651558074
449	7.189428	146.694824219	0.998211325082	0.998199070332	145.957683742
577	6.827572	114.209472656	0.99677616352	0.996747779395	113.578856153
641	6.675819	102.251464844	0.990437454135	0.990343922558	102.238689548
673	6.605537	97.3930664062	0.989994165228	0.989891412091	97.3774145617
769	6.413160	85.3491210938	0.989887097627	0.989768430931	85.2210663199
929	6.140465	71.1049804688	0.993869265399	0.993782358365	70.5435952637
1153	5.828823	57.4697265625	0.993620962191	0.993508731618	56.8386816999
1217	5.750887	54.1328125	0.986931220226	0.986688529984	53.8496302383
1249	5.713442	52.6533203125	0.984726836822	0.984435752961	52.4699759808
1409	5.539544	46.6796875	0.982488045045	0.982111538682	46.5117104329
1601	5.355242	41.3603515625	0.986325113971	0.985991040689	40.9337913804
1697	5.271229	38.6831054688	0.976398589667	0.975787441527	38.6181496759
1889	5.116593	34.82421875	0.975660732362	0.974959170195	34.6929592377
2017	5.022005	32.5659179688	0.972368790605	0.971518372518	32.4913237481
2081	4.976939	31.8330078125	0.979716180457	0.979072087553	31.4920711197
2113	4.954923	31.9169921875	0.996934196017	0.996835347405	31.0151443445
2273	4.849618	29.4760742188	0.98807097539	0.987657232002	28.8319401672
2593	4.659594	27.1000976562	1.03144893763	1.03269326654	25.2738141149
2657	4.624417	25.8642578125	1.0077623916	1.00807710396	24.6650357546
2689	4.607146	25.7265625	1.01399399863	1.01456819352	24.3715135738
2753	4.573211	23.9741210938	0.96650590691	0.965098884124	23.8049400654
3041	4.429670	22.2602539062	0.987130076541	0.98653287753	21.5504768168
3137	4.384830	21.4282226562	0.978860881766	0.977849003932	20.890978642
3169	4.370188	20.953125	0.966471429975	0.964850127794	20.6800252446
3329	4.299127	20.615234375	0.996574628752	0.996400629196	19.6860919195
3361	4.285325	19.6782226562	0.959975997847	0.957923343979	19.4986611128
3457	4.244695	20.1801757812	1.01117329076	1.01176268674	18.9571883136
3617	4.179422	18.978515625	0.992672533197	0.992268116512	18.11860658
4001	4.033855	17.5	1.00692447078	1.00734721904	16.3796550862
4129	3.988423	16.5834960938	0.982907317569	0.981830401634	15.8718818116
4289	3.933574	15.5146484375	0.953000789821	0.9499248821	15.2797854978
4481	3.870395	15.0346679688	0.962213596435	0.959629925505	14.6250836867
4513	3.860129	14.8916015625	0.959424935067	0.956630775182	14.5213826723
4673	3.809867	14.5991210938	0.971708250785	0.969690896026	14.024181468
4801	3.770881	13.7690429688	0.939848374843	0.935441753154	13.6502811914
4993	3.714309	13.4672851562	0.95341076998	0.949861215918	13.1253755257
5153	3.668803	13.9799804688	1.01910988224	1.0206124873	12.7178342713
5281	3.633405	13.5004882812	1.00677923934	1.00732553007	12.4095815187
5441	3.590344	12.6235351562	0.967716619493	0.965036313194	12.0446609079
5569	3.556797	13.58984375	1.06438231103	1.06985335842	11.7678218711
5857	3.484054	12.0234375	0.986402866393	0.985187662127	11.1891753457
5953	3.460599	11.611328125	0.966906842101	0.963900760328	11.0087350916
6113	3.422335	11.5942382812	0.989219219145	0.988213605147	10.7205954523
6337	3.370416	10.9047851562	0.961481850166	0.957757282905	10.3416443112
6529	3.327354	10.978515625	0.994653759375	0.994121133984	10.037524889
6689	3.292425	10.12109375	0.937361487785	0.930968125334	9.79742861414
6977	3.231609	11.0732421875	1.0654513838	1.07241948184	9.3930055898
7297	3.166912	9.66650390625	0.968481972264	0.964972594856	8.9810881184
7393	3.148056	9.96435546875	1.01012615155	1.01126848219	8.86446638712
7457	3.135620	9.9736328125	1.01892508608	1.02107850588	8.7883867507
7489	3.129443	9.048828125	0.928005502686	0.919778344825	8.75083455735
7649	3.098945	10.009765625	1.04619448603	1.0515861336	8.56778663878
7681	3.092922	9.3447265625	0.980343705291	0.97803989817	8.5320921755
7841	3.063178	8.626953125	0.921880989058	0.912534362602	8.35799005229
7873	3.057302	9.7080078125	1.04118277991	1.0461302435	8.32401879842
7937	3.045622	9.25	0.999254818162	0.999164568551	8.25689807232
8161	3.005470	8.65625	0.958581961708	0.953424219883	8.03026589879
8353	2.971921	8.1787109375	0.924599020963	0.91498851699	7.84568418532
8513	2.944548	8.28466796875	0.952454872758	0.94627875819	7.69822624222
8609	2.928370	8.18115234375	0.949929064083	0.943351499616	7.61238239052
8641	2.923017	9.3232421875	1.08609436667	1.09744618513	7.58419164449
8737	2.907078	8.43798828125	0.992604260196	0.991618274407	7.50085841822
8929	2.875717	8.2431640625	0.988440211566	0.986865215748	7.33956770075
9281	2.819935	7.8291015625	0.971207918113	0.96713041278	7.06120030169
9377	2.805089	7.4521484375	0.932811777798	0.923198228404	6.98890903274
9473	2.790394	7.1904296875	0.908102341479	0.894818653081	6.91808297266
9601	2.771031	7.775390625	0.993552030859	0.992607391327	6.8258514738
9697	2.756677	6.9921875	0.901255345963	0.886644421874	6.75827575539
9857	2.733067	8.15771484375	1.06656668101	1.07657885427	6.64857461702
10177	2.686975	6.775390625	0.910729480011	0.896866565814	6.43952048737
10273	2.673430	7.01318359375	0.950380369599	0.942602198193	6.37934391122
10337	2.664470	7.578125	1.03246359823	1.03758416304	6.33984715101
10369	2.660011	7.5654296875	1.03348888635	1.03878752468	6.32028160864
10433	2.651134	8.3603515625	1.14816169771	1.17174865113	6.28151059139
10529	2.637919	8.0458984375	1.11373665135	1.1320098367	6.22423781936
10657	2.620486	7.4208984375	1.03796349549	1.04413694436	6.14947921554
10753	2.607548	6.8515625	0.96574627153	0.960125910773	6.09457825723
11329	2.532267	6.44140625	0.949400127579	0.940652955005	5.78471180157
11393	2.524140	6.3505859375	0.940518739418	0.930178158021	5.75221627315
11489	2.512034	6.2099609375	0.926285848709	0.913362954314	5.70415179737
11617	2.496050	6.5048828125	0.979459037132	0.975817862712	5.64130154085
11681	2.488124	7.69970703125	1.16478809874	1.19416003406	5.61039294581
11777	2.476316	6.1484375	0.936596497795	0.925202539673	5.56465993037
11969	2.452985	6.0205078125	0.929751470993	0.916921614524	5.47539476982
12097	2.437638	6.77978515625	1.05645946305	1.06688122431	5.4174588741
12161	2.430026	6.90478515625	1.08073893489	1.09572125254	5.38894827728
12289	2.414920	6.20703125	0.980137323078	0.976412711242	5.33281796729
12577	2.381500	6.0859375	0.97991135725	0.976056091211	5.21070207522
12641	2.374177	5.6982421875	0.921401446636	0.906240627027	5.18432086069
13121	2.320410	6.44580078125	1.07525620488	1.09032352256	4.99466504077
13217	2.309893	6.06005859375	1.01706362294	1.02050498869	4.95838692593
13249	2.306404	5.4580078125	0.917865880227	0.901261089613	4.94641104989
13313	2.299452	6.5712890625	1.10952175438	1.13177037139	4.92263201382
13441	2.285647	6.58642578125	1.12095002185	1.14575644962	4.87575329217
13537	2.275380	6.7001953125	1.14706272695	1.17744020669	4.84117603605
13633	2.265185	6.43798828125	1.10864357112	1.13124428532	4.80708574782
13697	2.258428	5.5244140625	0.955016904963	0.945615311117	4.7846243703
13729	2.255061	5.5810546875	0.966672131165	0.959690238875	4.77347221211
13921	2.235025	5.4267578125	0.950789059452	0.940335629935	4.70763594569
14081	2.218538	6.3173828125	1.11730138895	1.14250503369	4.65414388183
14177	2.208735	5.1103515625	0.908890180921	0.88918065311	4.62262820061
14369	2.189328	5.1533203125	0.926712799989	0.910644076758	4.56086018512
14401	2.186119	5.79443359375	1.04390560178	1.05355364589	4.55072564405
14561	2.170178	5.0458984375	0.917315810383	0.898944489943	4.50072110432
14593	2.167011	6.548828125	1.19267982264	1.23558478413	4.49085177825
14657	2.160698	5.86328125	1.07165444535	1.08768006838	4.47124240977
14753	2.151279	5.3857421875	0.989635493376	0.987302273475	4.44214735986
15073	2.120321	5.71484375	1.06862643712	1.0844104653	4.34784050952
15137	2.114208	5.34765625	1.00341472452	1.00420344329	4.3294576204
15233	2.105088	4.8798828125	0.920355275391	0.901842601401	4.30217291407
15329	2.096024	4.88671875	0.926351797076	0.909125073911	4.27522995629
15361	2.093015	4.7001953125	0.892500249645	0.86730297086	4.26632380704
15649	2.066217	5.078125	0.978857633585	0.973809081025	4.18780752764
15809	2.051542	5.650390625	1.09813908082	1.12181315924	4.14542349295
15937	2.039908	4.625	0.904711127749	0.881538490883	4.11212900797
16001	2.034126	4.58203125	0.899198906388	0.874587350748	4.09568151991
16033	2.031243	5.240234375	1.03002007815	1.03736442717	4.08750701678
16097	2.025496	4.486328125	0.884658269161	0.856327517023	4.07125551345
16193	2.016917	4.8916015625	0.969186864986	0.961573267743	4.04711912555
16417	1.997097	5.71240234375	1.14433460169	1.18049148207	3.99189864165
16481	1.991484	4.98046875	1.00081819973	1.00102396382	3.97639706328
16673	1.974774	5.46728515625	1.1088464068	1.13653842085	3.93060636958
16993	1.947347	5.98095703125	1.23151418709	1.29154501918	3.85658800683
17377	1.915109	4.2626953125	0.893391263572	0.865123314951	3.77136444726
17569	1.899256	5.25048828125	1.11000467623	1.13949536299	3.73014969549
17729	1.886176	4.615234375	0.982699488787	0.978019229944	3.69648598342
17761	1.883575	5.00048828125	1.06624174466	1.08419428341	3.68982602331
17921	1.870636	4.849609375	1.04138527619	1.05270236682	3.65688298644
18049	1.860369	4.4775390625	0.966872876855	0.957749333014	3.63094908305
18401	1.832503	5.751953125	1.26098085986	1.33425939503	3.5614912233
18433	1.829997	4.1982421875	0.921615356352	0.899568142858	3.55530841426
18593	1.817528	4.8828125	1.07914288718	1.10159659438	3.52471360189
18913	1.792909	4.1611328125	0.931928581882	0.912283587134	3.46507693121
19009	1.785605	4.1796875	0.939767218105	0.922296172847	3.44757746331
19073	1.780756	5.33837890625	1.2034193088	1.26262151337	3.43600901798
19457	1.751998	4.0712890625	0.932029735611	0.911849718304	3.36819653595
19489	1.749628	4.0068359375	0.918437448085	0.894182125367	3.36266611935
19553	1.744898	3.82421875	0.878795473143	0.842632932307	3.35165959188
19681	1.735484	4.447265625	1.02711503433	1.03525802648	3.32986128754
19777	1.728464	5.0556640625	1.17200239315	1.22390887562	3.31369772969
19841	1.723803	4.2705078125	0.992446887976	0.990160151184	3.30300892092
19937	1.716839	4.916015625	1.14669837509	1.1913268256	3.28710437879
20129	1.703012	4.21875	0.99130578481	0.988635366598	3.25575040986
20161	1.700720	4.037109375	0.949777843883	0.934327643387	3.25058280839
20353	1.687046	3.994140625	0.946497114156	0.929880890221	3.21991843954
20641	1.666775	4.4130859375	1.05702871839	1.07499056742	3.17499152173
20897	1.648992	3.908203125	0.944901433533	0.927332275931	3.13609609035
20929	1.646784	4.7021484375	1.1381761733	1.18230357288	3.13130106551
21089	1.635797	4.1640625	1.01375962854	1.01818744278	3.10754421736
21121	1.633609	5.36181640625	1.3068561244	1.4057514964	3.10283603996
21313	1.620554	4.71630859375	1.15740932501	1.20860128265	3.07488387369
21377	1.616228	3.7763671875	0.928840682152	0.90562907404	3.06567806521
21569	1.603328	4.888671875	1.21055018911	1.27984685545	3.03838842784
21601	1.601190	4.5634765625	1.13128508569	1.17455798011	3.03388732003
22273	1.556992	3.7236328125	0.944520700082	0.925665272493	2.94235172631
22369	1.550787	4.42578125	1.12623203473	1.16931869659	2.92972417184
22433	1.546665	4.5673828125	1.1647428455	1.22113525037	2.92136584496
22721	1.528261	3.591796875	0.924687463706	0.898576589561	2.88433607676
22817	1.522179	4.029296875	1.04057029605	1.05469545734	2.87220055222
23041	1.508084	3.486328125	0.906887715952	0.874151008288	2.84427759212
23201	1.498101	3.5517578125	0.928646017488	0.903384954724	2.82466273005
23297	1.492143	4.44921875	1.16684808649	1.22616081817	2.81302313603
23873	1.456908	3.8193359375	1.01980814732	1.02702383209	2.7451514263
24001	1.449193	3.2626953125	0.874597370838	0.828670942173	2.7305112287
24097	1.443434	4.095703125	1.10110404993	1.13827967045	2.71963314935
24481	1.420625	4.0380859375	1.09820900547	1.13489558001	2.67697397982
25057	1.387074	3.3583984375	0.928905307847	0.901722585617	2.61543680409
25121	1.383394	3.46484375	0.960116703183	0.944828562505	2.60877353609
25153	1.381557	3.701171875	1.02654790239	1.03673725752	2.60545461774
25409	1.366948	3.64453125	1.01825183114	1.025328367	2.57920421898
25537	1.359699	3.974609375	1.11449841454	1.15911497077	2.56627638329
25601	1.356087	2.8994140625	0.814473966534	0.741998922928	2.55986094293
25633	1.354285	3.51171875	0.987362744809	0.982419878214	2.55666523622
25793	1.345308	3.2041015625	0.904907493885	0.867481370284	2.54080564494
25889	1.339948	3.333984375	0.944101346303	0.922019096427	2.53138398548
26017	1.332833	3.06640625	0.871403043148	0.820350826371	2.51892993043
26113	1.327519	4.8671875	1.38679368003	1.54091504063	2.50966951327
26177	1.323988	2.9716796875	0.8481949928	0.78755869657	2.5035336364
26209	1.322225	4.333984375	1.2381125358	1.3333393833	2.5004769354
26497	1.306459	2.921875	0.841239154588	0.777049238956	2.47329886402
26561	1.302978	4.1796875	1.20544518424	1.28871106565	2.4673393321
26849	1.287419	2.99609375	0.870736503006	0.817778608282	2.44087303065
26881	1.285701	3.4228515625	0.995603281375	0.993799845145	2.43796733752
27073	1.275433	4	1.16935901866	1.23932249943	2.4206774277
27329	1.261855	3.234375	0.95184608002	0.931765230411	2.39800212229
27361	1.260167	3.447265625	1.01533580311	1.02173853308	2.39519754395
27457	1.255114	3.4609375	1.02188318283	1.0310515135	2.38682303238
27617	1.246731	3.484375	1.03302113079	1.04693651293	2.37299489445
27809	1.236736	3.32421875	0.990349665953	0.986254661154	2.35661116905
28001	1.226809	2.771484375	0.829673430384	0.756898359417	2.34045212671
28097	1.221872	3.4130859375	1.02419552702	1.03456894157	2.33245542229
28289	1.212046	4.072265625	1.22783426699	1.32618176952	2.31662483651
28513	1.200668	3.0703125	0.930841913837	0.900752579728	2.2984252797
28961	1.178176	3.4453125	1.05591448646	1.08062402247	2.26287075723
29153	1.168643	3.46484375	1.06677287348	1.09647653687	2.24796761911
29473	1.152894	3.1484375	0.976695630236	0.966214975776	2.22356054694
29537	1.149764	2.9228515625	0.908072477718	0.866640216702	2.21874259403
29569	1.148202	2.73046875	0.848936222123	0.780777149138	2.21634143867
29633	1.145083	2.91015625	0.906151859409	0.863716489757	2.21155468565
29761	1.138865	3.1787109375	0.992713400467	0.989404382558	2.20204294211
29921	1.131129	2.8369140625	0.88924012806	0.838671025621	2.19026770496
30113	1.121901	3.076171875	0.968475699146	0.953990442845	2.17630259356
30241	1.115782	3.404296875	1.07489707021	1.10945817955	2.16709103535
30497	1.103620	2.7431640625	0.871149975155	0.81118905034	2.14889989179
30529	1.102107	2.71875	0.864014810439	0.800667105364	2.14664744997
30593	1.099086	3.8466796875	1.22421637483	1.32888489631	2.14215670251
30689	1.094566	2.580078125	0.822871815536	0.739925499018	2.13545570074
30817	1.088561	3.537109375	1.13130085114	1.19304340596	2.12658597527
30881	1.085568	4.267578125	1.36685902836	1.53972808542	2.12217868592
30977	1.081090	2.7021484375	0.867295798952	0.80456934689	2.11560189818
31393	1.061845	3.236328125	1.0481805962	1.07126037733	2.08756729207
31489	1.057440	3.87353515625	1.25715027761	1.38070875922	2.08120295976
31649	1.050128	2.845703125	0.926733394418	0.89135054861	2.07068153812
31873	1.039953	2.66015625	0.870433230908	0.80741832847	2.05612901202
32257	1.022675	3.470703125	1.1448223853	1.21610545057	2.03165204452
32321	1.019816	3.00390625	0.992164546949	0.988300204566	2.02762909563
32353	1.018388	2.8251953125	0.933756374074	0.901053543073	2.02562358978
32609	1.007017	2.77734375	0.922791024859	0.884373271439	2.0097212426
32801	0.998548	2.595703125	0.865823891587	0.798667249609	1.99795737935
32833	0.997141	2.8193359375	0.941030180912	0.911486333042	1.99601011178
32993	0.990128	1.9990234375	0.669391241814	0.502949267925	1.98633043373
33377	0.973433	2.73828125	0.92400935459	0.885307290475	1.96347784402
33409	0.972051	2.6689453125	0.901184447216	0.850809398723	1.96159717441
33569	0.965158	2.46875	0.836227283964	0.752337968261	1.9522476094
33601	0.963783	2.572265625	0.871839667382	0.806129507372	1.9503883813
33857	0.952833	3.62109375	1.23349335051	1.35412178368	1.93564107865
33889	0.951471	2.6064453125	0.888415525379	0.830713743729	1.93381333176
34273	0.935215	3.708984375	1.27362557595	1.41672421583	1.91214658769
34337	0.932524	2.392578125	0.822592469142	0.72963996457	1.90858257856
34369	0.931180	2.8662109375	0.986034630355	0.978710669275	1.90680555151
34721	0.916479	3.484375	1.20672063891	1.31624299039	1.8874744391
34849	0.911170	2.91015625	1.01028087301	1.01574784705	1.8805417659
34913	0.908523	2.4140625	0.839062639998	0.753325155451	1.87709449202
35201	0.896671	3.75	1.31039300747	1.47711528191	1.86173688247
35393	0.888824	4.01806640625	1.40903836712	1.62994467561	1.85163732942
35521	0.883615	2.681640625	0.94259179703	0.911475648747	1.84496495031
35617	0.879722	2.560546875	0.901603508056	0.848126925259	1.83999213859
35809	0.871965	2.9453125	1.04069994585	1.06293881609	1.83012650451
35969	0.865534	2.5185546875	0.892476095077	0.833461410768	1.82198559871
36097	0.860409	2.36328125	0.839375032286	0.750902010853	1.81552483586
36161	0.857853	3.6455078125	1.29626738522	1.45974224472	1.81231160643
36353	0.850213	2.75390625	0.98257649484	0.972911480983	1.80273980139
36833	0.831289	2.2890625	0.823626905503	0.724498955711	1.77924687101
36929	0.827533	2.8359375	1.02209884386	1.03455155165	1.77462157112
37057	0.822542	3.234375	1.16828051286	1.26343533036	1.76849178293
37217	0.816326	2.40625	0.871549033109	0.798602368963	1.76088884112
37313	0.812609	2.7314453125	0.990961603	0.985815502332	1.75635837376
37409	0.808902	2.501953125	0.909189116929	0.85735201729	1.75185115881
37441	0.807669	2.521484375	0.916785430434	0.86924386182	1.75035389012
37537	0.803974	2.494140625	0.908321917113	0.855810736868	1.74587740096
37633	0.800289	2.2099609375	0.806136204646	0.694811321598	1.74142375043
37889	0.790509	2.755859375	1.00959889251	1.0151484834	1.72965768429
38113	0.782004	2.849609375	1.04784619201	1.07567196322	1.71949203684
38177	0.779584	2.603515625	0.958369484878	0.934117891442	1.71660947691
38273	0.775961	2.490234375	0.918125194921	0.870309609131	1.7123037128
38561	0.765145	2.876953125	1.06572960972	1.10440511869	1.69951505407
38593	0.763948	2.642578125	0.979419729354	0.9673001843	1.69810587412
38977	0.749665	3.328125	1.24120032269	1.38465443084	1.68137619622
39041	0.747298	2.697265625	1.00696094004	1.01110776327	1.6786199124
39233	0.740220	2.5439453125	0.9526439986	0.924293987111	1.67040501619
39521	0.729668	2.4697265625	0.929086044363	0.88632125546	1.65823233218
39841	0.718034	2.87890625	1.0884689484	1.14225229124	1.64491353129
39937	0.714562	2.287109375	0.866014554663	0.784363883564	1.64095951123
40129	0.707642	2.779296875	1.05551942286	1.08951559162	1.63310822597
40193	0.705343	2.2265625	0.846438280895	0.752257977607	1.63050779987
40289	0.701902	2.603515625	0.991202761336	0.985794476472	1.62662265134
40577	0.691625	2.5380859375	0.970558589848	0.952329489371	1.61507750696
40609	0.690488	2.5615234375	0.979997977026	0.967603651079	1.61380482159
40801	0.683683	2.53125	0.971237692315	0.953330758373	1.60621063209
40897	0.680293	2.1845703125	0.839431487432	0.739228993215	1.60244027679
40961	0.678037	2.953125	1.13584503761	1.22075155451	1.59993652499
40993	0.676910	2.5654296875	0.987202042465	0.97919675257	1.59868758081
41057	0.674659	2.703125	1.04118698519	1.06699020562	1.59619553304
41281	0.666810	2.26171875	0.874082644161	0.794766334306	1.58753421671
41729	0.651237	2.517578125	0.97941543834	0.966308347877	1.57049054614
41761	0.650131	2.2265625	0.86660711082	0.78160489147	1.56928713393
41953	0.643514	2.333984375	0.910963516712	0.853965766146	1.56210521298
42017	0.641314	2.1669921875	0.846571990685	0.748203414087	1.55972582526
42209	0.634737	2.529296875	0.990858811599	0.984971264162	1.55263095548
42337	0.630369	2.13671875	0.838607439546	0.734344422351	1.54793679288
42433	0.627101	2.3232421875	0.913068091862	0.856780891771	1.54443475597
42689	0.618423	1.9541015625	0.770796141351	0.621494493043	1.53517299539
43201	0.601223	2.189453125	0.869873495927	0.784093453164	1.51697877364
43457	0.592699	2.693359375	1.07388907772	1.12288576119	1.50804243275
43649	0.586339	2.32421875	0.929163835532	0.881984042401	1.50140896699
43777	0.582115	2.544921875	1.01918403215	1.03199885438	1.49701898257
43969	0.575801	2.3681640625	0.950885864115	0.917934014863	1.49048193045
44129	0.570561	2.47265625	0.995001528818	0.991635731384	1.48507783997
44257	0.566382	2.611328125	1.05262267586	1.08815974408	1.48078270104
44417	0.561176	2.4619140625	0.994532495217	0.990826839308	1.4754485895
44449	0.560137	2.341796875	0.946415199455	0.910071401493	1.4743863754
44641	0.553918	1.9892578125	0.806005464056	0.673860654731	1.46804507067
45121	0.538489	2.630859375	1.07275706568	1.1228504747	1.45242791605
45281	0.533382	2.5048828125	1.02353088573	1.03978940464	1.44729577527
45377	0.530326	3.78125	1.54700827007	1.92576152056	1.44423386297
45569	0.524235	3.5703125	1.46435385146	1.78723690108	1.43814874147
45697	0.520188	1.8974609375	0.779526327504	0.625791904493	1.43412040178
45953	0.512129	2.29296875	0.945113312363	0.90662688592	1.42613104694
46049	0.509118	2.240234375	0.924510258947	0.871466433728	1.42315794045
46273	0.502117	2.4453125	1.01202011763	1.02050729095	1.41626866639
46337	0.500123	2.08984375	0.865606137762	0.770581976711	1.41431253642
46817	0.485255	2.34375	0.976638989515	0.95995031281	1.39981203409
47041	0.478369	2.400390625	1.00302706963	1.00519989915	1.3931464042
47137	0.475428	2.88671875	1.20767592409	1.35704984693	1.39030909901
47297	0.470539	1.919921875	0.804794250938	0.663913098678	1.38560585238
47521	0.463722	3.646484375	1.53273230951	1.91902928182	1.37907451443
47681	0.458873	1.966796875	0.828317921468	0.703407977369	1.37444684466
47713	0.457905	2.322265625	0.978403678349	0.96268039621	1.37352503511
47777	0.455971	2.201171875	0.928104602089	0.87569067936	1.37168512046
47809	0.455005	1.8359375	0.77440654942	0.609831936179	1.3707670104
47969	0.450185	2.0029296875	0.846477077281	0.734104435488	1.36619483416
48193	0.443464	2.7890625	1.1818838726	1.31563727874	1.35984479074
48353	0.438682	1.857421875	0.788598622523	0.632622566901	1.35534506649
48449	0.435821	2.2421875	0.953043779719	0.918329780842	1.35265949762
48481	0.434868	2.09765625	0.891949135702	0.812016062505	1.35176667148
48673	0.429166	2.240234375	0.954739840768	0.921125013113	1.34643436813
49057	0.417829	2.4921875	1.06690905288	1.11699461643	1.33589497931
49121	0.415948	3.58642578125	1.53649892549	1.93862547953	1.33415443497
49409	0.407514	3.60009765625	1.5475120502	1.96029945979	1.32637778542
49537	0.403781	2.384765625	1.02661059828	1.04672518144	1.32295052183
49633	0.400988	2.29296875	0.98818176897	0.979231219482	1.32039167489
49697	0.399129	2.5849609375	1.11483618883	1.20191964158	1.31869126909
49921	0.392641	2.478515625	1.071663478	1.12625281934	1.31277418321
50177	0.385261	1.68359375	0.730068476854	0.523394882029	1.30607648923
50273	0.382504	1.8046875	0.783426487699	0.617289306287	1.30358243988
50497	0.376090	2.396484375	1.04294738938	1.0760398487	1.2977998693
50593	0.373350	2.154296875	0.938553508171	0.891116835231	1.29533729963
50753	0.368795	2.0390625	0.889933089076	0.804692745289	1.29125371899
50849	0.366068	1.8427734375	0.805120863035	0.653912970526	1.28881590592
51137	0.357920	1.7119140625	0.75032698003	0.555506972062	1.28155738506
51169	0.357018	1.970703125	0.864057000644	0.757914216878	1.28075592644
51329	0.352513	2.31640625	1.01741183261	1.0310493081	1.2767636229
51361	0.351614	2.5166015625	1.10572793638	1.18858888917	1.27596814704
51521	0.347127	2.552734375	1.12355990068	1.2206977605	1.27200558995
51713	0.341761	2.1796875	0.961365479049	0.930879372663	1.26728288825
52289	0.325780	2.4130859375	1.07090109473	1.12747158901	1.25332287862
52321	0.324898	2.1572265625	0.957679294873	0.923891828436	1.25255633493
52609	0.316978	3.2578125	1.45068947905	1.81248581388	1.24569940504
52673	0.315224	1.87890625	0.837232919145	0.70641075618	1.24418582576
52769	0.312597	3.51171875	1.56638733026	2.02244429265	1.24192234077
53089	0.303875	1.8447265625	0.825589159669	0.684301342436	1.23443651227
53281	0.298666	1.4853515625	0.666080465607	0.394598559572	1.2299881759
53377	0.296069	2.224609375	0.998578567423	0.997420837863	1.22777600839
53441	0.294341	3.51611328125	1.57934885913	2.05178316721	1.22630564548
53569	0.290889	2.078125	0.934671195972	0.881270742733	1.22337545969
53633	0.289167	2.013671875	0.90627738715	0.829576007811	1.22191561166
53857	0.283154	1.8291015625	0.825096512761	0.681359927543	1.2168334664
54049	0.278020	1.97265625	0.891591664907	0.80218353027	1.21251086977
54401	0.268654	2.2421875	1.01701942859	1.03114735924	1.20466535542
54497	0.266111	1.873046875	0.850401855729	0.72600038982	1.20254325926
54721	0.260193	1.9375	0.881635323809	0.782802128634	1.19762065752
54881	0.255981	2.0263671875	0.923540539606	0.859511064579	1.19412911572
55009	0.252620	1.7900390625	0.816865698741	0.663145781477	1.19135050628
55073	0.250942	2.197265625	1.0033331932	1.00613427582	1.18996604507
55201	0.247593	1.912109375	0.874224337475	0.768281828174	1.1872067535
55457	0.240918	1.787109375	0.819126261318	0.666067362621	1.1817263826
55681	0.235102	2.58984375	1.18965392229	1.35079102531	1.17697239633
56417	0.216158	2.95703125	1.36797126764	1.68474604458	1.16161795204
56737	0.207998	1.88671875	0.875480581971	0.767677755684	1.15506635881
56897	0.203935	1.8203125	0.845941586452	0.71218921664	1.1518181978
56929	0.203124	2.103515625	0.977846885743	0.958602899453	1.15117075656
56993	0.201503	2.244140625	1.04384554257	1.08197614467	1.1498780552
57089	0.199075	2.060546875	0.959311069178	0.923866034133	1.14794443763
57601	0.186194	1.728515625	0.808571242493	0.640317822776	1.13774066422
57697	0.183791	1.921875	0.899818406542	0.811618553063	1.13584761773
57793	0.181393	2.2978515625	1.07680117533	1.14452941713	1.13396086031
58049	0.175016	1.9609375	0.921077655178	0.851170533875	1.12896001654
58337	0.167876	2.064453125	0.972245559554	0.947539512522	1.12338652999
58369	0.167085	2.27734375	1.07281667536	1.13767112755	1.1227706488
58657	0.159984	1.5390625	0.72691307864	0.482487053674	1.11725795728
58913	0.153702	1.802734375	0.853404556396	0.721621885014	1.11240303498
59009	0.151353	2.380859375	1.12805218123	1.24335287799	1.11059329933
59233	0.145886	1.9052734375	0.904519279971	0.818220210932	1.10639339557
59393	0.141995	2.083984375	0.990763351566	0.982392370251	1.1034128601
59617	0.136564	2.390625	1.13879035593	1.26504754139	1.0992669876
59809	0.131925	2.505859375	1.19569299974	1.37428768382	1.09573809962
60161	0.123459	2.001953125	0.958180864571	0.919790981203	1.08932697262
60257	0.121159	2.2197265625	1.06329546773	1.12149330093	1.08759148315
60289	0.120393	2.98046875	1.42810179671	1.82193454595	1.08701421487
60353	0.118862	2.373046875	1.13768189221	1.26447696722	1.08586151475
60449	0.116569	1.896484375	0.909961455299	0.826910566634	1.08413704114
60737	0.109712	1.875	0.901877494615	0.810938811322	1.07899632843
60961	0.104401	1.81640625	0.875363184656	0.759425366693	1.07503157757
61057	0.102131	2.1416015625	1.03292282768	1.06359604183	1.07334130403
61121	0.100619	2.59375	1.25167851306	1.48640564202	1.07221740482
61153	0.099864	1.875	0.905072895618	0.816493095293	1.07165633738
61409	0.093838	2.4765625	1.19803398792	1.38360000858	1.06718884854
61441	0.093086	2.3193359375	1.12227759054	1.23691644672	1.06663303006
61729	0.086339	2.3662109375	1.14772311856	1.28686709332	1.06165659577
62017	0.079624	2.4599609375	1.19605649038	1.38158842544	1.05672638148
62081	0.078136	1.8203125	0.885522350744	0.777078207256	1.05563699038
62273	0.073681	1.90625	0.928798715652	0.861141470207	1.05238225234
