family	N	kappa	p	SIGMA	TNUM	NKER	TMASSf	CRATIO	EXCESS	ZFRATIO	ZFLOOR_OK	tag
M4	16	1	17377	1.9151085865551885	279360	2465	4.2626953125	0.8933912635723719	0.8651233149509804	1.130262091755867	True	LAD16-exhaustive
M4	16	1	17569	1.8992555427125755	344096	2465	5.25048828125	1.1100046762283555	1.1394953629859044	1.4075596407055855	True	LAD16-exhaustive
M4	16	1	17729	1.8861764567874157	302464	2401	4.615234375	0.982699488787171	0.9780192299439231	1.2485273778438568	True	LAD16-exhaustive
M4	16	1	17761	1.8835748082205264	327712	2369	5.00048828125	1.066241744660983	1.0841942834101053	1.3551890924572945	True	LAD16-exhaustive
M4	16	1	17921	1.8706364777654905	317824	2593	4.849609375	1.0413852761859543	1.0527023668173494	1.3261390626430511	True	LAD16-exhaustive
M4	16	1	18049	1.8603687132553457	293440	2433	4.4775390625	0.9668728768551696	0.9577493330138476	1.2331406027078629	True	LAD16-exhaustive
M4	16	1	18401	1.8325034489596401	376960	2465	5.751953125	1.2609808598589998	1.3342593950274662	1.6150160133838654	True	LAD16-exhaustive
M4	16	1	18433	1.8299967294655275	275136	2529	4.1982421875	0.9216153563522711	0.899568142857824	1.1808196753263474	True	LAD16-exhaustive
M4	16	1	18593	1.817528051057419	320000	1921	4.8828125	1.0791428871778719	1.1015965943770505	1.3852864503860474	True	LAD16-exhaustive
M4	16	1	18913	1.7929093972029708	272704	2241	4.1611328125	0.9319285818824898	0.9122835871337834	1.2008591443300247	True	LAD16-exhaustive
M4	16	1	19009	1.785604981835359	273920	2465	4.1796875	0.9397672181053652	0.9222961728465705	1.2123364210128784	True	LAD16-exhaustive
M4	16	1	19073	1.780755836856427	349856	2241	5.33837890625	1.2034193087994782	1.2626215133731022	1.5536331310868263	True	LAD16-exhaustive
M4	16	1	19457	1.7519983367842968	266816	2145	4.0712890625	0.9320297356111458	0.9118497183041504	1.2087260633707047	True	LAD16-exhaustive
M4	16	1	19489	1.7496275540750315	262592	2273	4.0068359375	0.9184374480845114	0.8941821253671702	1.1915470212697983	True	LAD16-exhaustive
M4	16	1	19553	1.74489764447401	250624	2241	3.82421875	0.8787954731425113	0.8426329323071641	1.1409751772880554	True	LAD16-exhaustive
M4	16	1	19681	1.7354840939609844	291456	2145	4.447265625	1.0271150343318742	1.03525802648394	1.335550457239151	True	LAD16-exhaustive
M4	16	1	19777	1.7284640221276746	331328	2209	5.0556640625	1.1720023931458938	1.223908875624666	1.5256632715463638	True	LAD16-exhaustive
M4	16	1	19841	1.7238028800743574	279872	2177	4.2705078125	0.9924468879756899	0.9901601511835278	1.2928946763277054	True	LAD16-exhaustive
M4	16	1	19937	1.716839282466621	322176	2081	4.916015625	1.1466983750892106	1.1913268255989167	1.4955231249332428	True	LAD16-exhaustive
M4	16	1	20129	1.7030121188756766	276480	2241	4.21875	0.9913057848104221	0.9886353665980011	1.295764446258545	True	LAD16-exhaustive
M4	16	1	20161	1.7007204211335072	264576	2049	4.037109375	0.9497778438827367	0.9343276433871214	1.2419458329677582	True	LAD16-exhaustive
M4	16	1	20353	1.6870461593187063	261760	1953	3.994140625	0.9464971141559356	0.9298808902208744	1.2404288351535797	True	LAD16-exhaustive
M4	16	1	20641	1.6667747533670472	289216	2113	4.4130859375	1.0570287183895457	1.0749905674210345	1.3899308294057846	True	LAD16-exhaustive
M4	16	1	20897	1.6489917784209727	256128	2081	3.908203125	0.9449014335330086	0.9273322759308004	1.2461810410022736	True	LAD16-exhaustive
M4	16	1	20929	1.6467842400325967	308160	1857	4.7021484375	1.1381761733026172	1.1823035728761349	1.501636728644371	True	LAD16-exhaustive
M4	16	1	21089	1.6357969335335163	272896	2177	4.1640625	1.0137596285382804	1.018187442778668	1.339964509010315	True	LAD16-exhaustive
M4	16	1	21121	1.6336094779470223	351392	2113	5.36181640625	1.3068561244046142	1.4057514963974402	1.728010930120945	True	LAD16-exhaustive
M4	16	1	21313	1.6205539404927887	309088	2017	4.71630859375	1.1574093250114423	1.2086012826519226	1.5337934121489525	True	LAD16-exhaustive
M4	16	1	21377	1.6162282177572234	247488	1953	3.7763671875	0.9288406821519181	0.9056290740396353	1.2318023890256882	True	LAD16-exhaustive
M4	16	1	21569	1.6033283298346177	320384	2177	4.888671875	1.210550189105839	1.2798468554493783	1.608944147825241	True	LAD16-exhaustive
M4	16	1	21601	1.601189518170779	299072	1825	4.5634765625	1.1312850856886074	1.1745579801108186	1.504145160317421	True	LAD16-exhaustive
M4	16	1	22273	1.5569917294272333	244032	1793	3.7236328125	0.9445207000821394	0.925665272492752	1.265510156750679	True	LAD16-exhaustive
M4	16	1	22369	1.5507868578974193	290048	1825	4.42578125	1.1262320347339143	1.1693186965934235	1.5106247067451477	True	LAD16-exhaustive
M4	16	1	22433	1.5466650532716173	299328	1985	4.5673828125	1.1647428454985052	1.2211352503671702	1.5634170323610306	True	LAD16-exhaustive
M4	16	1	22721	1.5282612881038897	235392	1889	3.591796875	0.9246874637064335	0.8985765895609217	1.2452578246593475	True	LAD16-exhaustive
M4	16	1	22817	1.5221785032166153	264064	1825	4.029296875	1.0405702960530039	1.0546954573414968	1.4028391540050507	True	LAD16-exhaustive
M4	16	1	23041	1.5080842880569012	228480	1825	3.486328125	0.9068877159515557	0.8741510082875563	1.2257154285907745	True	LAD16-exhaustive
M4	16	1	23201	1.498100631306789	232768	1857	3.5517578125	0.9286460174879699	0.903384954723621	1.257390335202217	True	LAD16-exhaustive
M4	16	1	23297	1.4921434322567748	291584	2049	4.44921875	1.1668480864862887	1.2261608181696804	1.5816261172294617	True	LAD16-exhaustive
M4	16	1	23873	1.456907746399235	250304	1921	3.8193359375	1.019808147323925	1.0270238320887695	1.3912812322378159	True	LAD16-exhaustive
M4	16	1	24001	1.4491931035756913	213824	1473	3.2626953125	0.8745973708375682	0.8286709421730755	1.1948844939470291	True	LAD16-exhaustive
M4	16	1	24097	1.4434340737682554	268416	1729	4.095703125	1.1011040499277602	1.1382796704528115	1.5059533417224884	True	LAD16-exhaustive
M4	16	1	24481	1.420625130002712	264640	1633	4.0380859375	1.0982090054650007	1.1348955800097276	1.5084286779165268	True	LAD16-exhaustive
M4	16	1	25057	1.3870739250328636	220096	1665	3.3583984375	0.9289053078465814	0.9017225856174181	1.2840483039617538	True	LAD16-exhaustive
M4	16	1	25121	1.3833937252367114	227072	1729	3.46484375	0.9601167031829112	0.9448285625047684	1.3281301856040955	True	LAD16-exhaustive
M4	16	1	25153	1.3815571398230517	242560	1729	3.701171875	1.0265479023892357	1.0367372575246052	1.4205257594585419	True	LAD16-exhaustive
M4	16	1	25409	1.3669480228408641	238848	1153	3.64453125	1.018251831140592	1.0253283669985505	1.413023293018341	True	LAD16-exhaustive
M4	16	1	25537	1.359698568367513	260480	1633	3.974609375	1.1144984145442616	1.1591149707694361	1.5487609803676605	True	LAD16-exhaustive
M4	16	1	25601	1.3560874560509006	190016	1537	2.8994140625	0.8144739665342181	0.7419989229276341	1.132627859711647	True	LAD16-exhaustive
M4	16	1	25633	1.3542852837703183	230144	1665	3.51171875	0.9873627448090339	0.9824198782139315	1.3735334277153015	True	LAD16-exhaustive
M4	16	1	25793	1.3453080367995085	209984	1633	3.2041015625	0.9049074938853637	0.8674813702840085	1.2610380798578262	True	LAD16-exhaustive
M4	16	1	25889	1.3399483803150218	218496	1697	3.333984375	0.9441013463026667	0.9220190964274815	1.31703981757164	True	LAD16-exhaustive
M4	16	1	26017	1.33283300484554	200960	1601	3.06640625	0.8714030431476101	0.8203508263714046	1.2173262238502502	True	LAD16-exhaustive
M4	16	1	26113	1.3275194088167837	318976	1729	4.8671875	1.3867936800312064	1.540915040627146	1.9393442869186401	True	LAD16-exhaustive
M4	16	1	26177	1.3239878529275977	194752	1601	2.9716796875	0.8481949928001515	0.7875586965695811	1.1869760006666183	True	LAD16-exhaustive
M4	16	1	26209	1.3222253115214748	284032	1729	4.333984375	1.2381125357993439	1.3333393832970932	1.7332366406917572	True	LAD16-exhaustive
M4	16	1	26497	1.3064585939870579	191488	1761	2.921875	0.8412391545875347	0.7770492389562829	1.181349515914917	True	LAD16-exhaustive
M4	16	1	26561	1.3029781564508642	273920	1473	4.1796875	1.2054451842371003	1.2887110656519416	1.693980097770691	True	LAD16-exhaustive
M4	16	1	26849	1.2874192648993557	196352	1633	2.99609375	0.870736503006473	0.8177786082818341	1.227449357509613	True	LAD16-exhaustive
M4	16	1	26881	1.2857008116417	224320	1633	3.4228515625	0.9956032813751137	0.9937998451447699	1.403956189751625	True	LAD16-exhaustive
M4	16	1	27073	1.2754328568240503	262144	1601	4.0	1.169359018659295	1.2393224994277867	1.65240478515625	True	LAD16-exhaustive
M4	16	1	27329	1.2618549495186482	211968	1601	3.234375	0.9518460800202446	0.9317652304112306	1.3487584590911865	True	LAD16-exhaustive
M4	16	1	27361	1.2601666611084479	225920	1537	3.447265625	1.015335803109122	1.021738533083467	1.439218670129776	True	LAD16-exhaustive
M4	16	1	27457	1.2551136177463516	226816	1729	3.4609375	1.021883182827555	1.0310515135042344	1.4499963521957397	True	LAD16-exhaustive
M4	16	1	27617	1.2467310104922174	228352	1569	3.484375	1.0330211307862418	1.0469365129320212	1.468322515487671	True	LAD16-exhaustive
M4	16	1	27809	1.236735753543007	217856	1473	3.32421875	0.9903496659533554	0.986254661154345	1.410571277141571	True	LAD16-exhaustive
M4	16	1	28001	1.226809269377485	181632	1665	2.771484375	0.829673430383756	0.7568983594167239	1.1841481626033783	True	LAD16-exhaustive
M4	16	1	28097	1.2218715226084669	223680	1537	3.4130859375	1.0241955270200092	1.0345689415722514	1.463279351592064	True	LAD16-exhaustive
M4	16	1	28289	1.2120464412610943	266880	1697	4.072265625	1.2278342669852595	1.326181769522011	1.757817417383194	True	LAD16-exhaustive
M4	16	1	28513	1.2006677797918517	201216	1537	3.0703125	0.9308419138365516	0.9007525797283894	1.3358126878738403	True	LAD16-exhaustive
M4	16	1	28961	1.1781762020717998	225792	1761	3.4453125	1.0559144864597443	1.0806240224689097	1.5225173234939575	True	LAD16-exhaustive
M4	16	1	29153	1.1686432683310066	227072	1057	3.46484375	1.0667728734765758	1.0964765368696117	1.541299283504486	True	LAD16-exhaustive
M4	16	1	29473	1.152893703360153	206336	1441	3.1484375	0.9766956302364012	0.9662149757763028	1.4159225225448608	True	LAD16-exhaustive
M4	16	1	29537	1.149764317872279	191552	1473	2.9228515625	0.9080724777175456	0.8666402167019531	1.317325845360756	True	LAD16-exhaustive
M4	16	1	29569	1.1482021669630953	178944	1409	2.73046875	0.8489362221226237	0.7807771491378652	1.2319523692131042	True	LAD16-exhaustive
M4	16	1	29633	1.1450829304986083	190720	1409	2.91015625	0.9061518594091501	0.8637164897573816	1.315867006778717	True	LAD16-exhaustive
M4	16	1	29761	1.1388646171631205	208320	1089	3.1787109375	0.9927134004673596	0.9894043825579842	1.4435061067342758	True	LAD16-exhaustive
M4	16	1	29921	1.1311292276136307	185920	1409	2.8369140625	0.8892401280596558	0.8386710256208515	1.2952164560556412	True	LAD16-exhaustive
M4	16	1	30113	1.1219011770999057	201600	1313	3.076171875	0.968475699145565	0.9539904428454261	1.4134638011455536	True	LAD16-exhaustive
M4	16	1	30241	1.1157817735110314	223104	1377	3.404296875	1.0748970702146154	1.1094581795510032	1.5708822906017303	True	LAD16-exhaustive
M4	16	1	30497	1.1036202891846418	179776	1441	2.7431640625	0.8711499751547661	0.811189050340467	1.2765239626169205	True	LAD16-exhaustive
M4	16	1	30529	1.1021072866762118	178176	1505	2.71875	0.8640148104388741	0.8006671053635462	1.2664904594421387	True	LAD16-exhaustive
M4	16	1	30593	1.099086033564042	252096	1441	3.8466796875	1.2242163748303043	1.3288848963101778	1.7956767529249191	True	LAD16-exhaustive
M4	16	1	30689	1.0945659840480992	169088	1441	2.580078125	0.8228718155358851	0.7399254990177004	1.2081911861896515	True	LAD16-exhaustive
M4	16	1	30817	1.0885611964882784	231808	1345	3.537109375	1.1313008511434635	1.1930434059567407	1.6632553040981293	True	LAD16-exhaustive
M4	16	1	30881	1.0855681492020146	279680	1377	4.267578125	1.3668590283575859	1.539728085421912	2.0109112560749054	True	LAD16-exhaustive
M4	16	1	30977	1.081090188869707	177088	1313	2.7021484375	0.8672957989518143	0.8045693468900206	1.2772285789251328	True	LAD16-exhaustive
M4	16	1	31393	1.0618447171019039	212096	1377	3.236328125	1.0481805961964035	1.0712603773270009	1.5502631962299347	True	LAD16-exhaustive
M4	16	1	31489	1.0574396780915052	253856	1505	3.87353515625	1.2571502776133354	1.3807087592150187	1.8611717000603676	True	LAD16-exhaustive
M4	16	1	31649	1.0501277042987596	186496	1313	2.845703125	0.9267333944180627	0.8913505486095217	1.3742623627185822	True	LAD16-exhaustive
M4	16	1	31873	1.0399528033608618	174336	1217	2.66015625	0.8704332309076257	0.8074183284695201	1.2937493920326233	True	LAD16-exhaustive
M4	16	1	32257	1.0226753507846151	227456	1441	3.470703125	1.144822385298644	1.216105450570306	1.7082896530628204	True	LAD16-exhaustive
M4	16	1	32321	1.0198157852097776	196864	1281	3.00390625	0.9921645469490885	0.9883002045662623	1.481464445590973	True	LAD16-exhaustive
M4	16	1	32353	1.0183881250967222	185152	1313	2.8251953125	0.9337563740735586	0.9010535430733577	1.3947073966264725	True	LAD16-exhaustive
M4	16	1	32609	1.0070174209208052	182016	1249	2.77734375	0.9227910248588809	0.8843732714389257	1.3819336295127869	True	LAD16-exhaustive
M4	16	1	32801	0.9985478216727692	170112	1409	2.595703125	0.865823891587262	0.7986672496089876	1.2991586029529572	True	LAD16-exhaustive
M4	16	1	32833	0.9971410433272023	184768	1345	2.8193359375	0.9410301809118565	0.9114863330424582	1.4124642461538315	True	LAD16-exhaustive
M4	16	1	32993	0.9901276546621709	131008	2305	1.9990234375	0.6693912418138752	0.5029492679245823	1.0063748210668564	True	LAD16-exhaustive
M4	16	1	33377	0.973433332605218	179456	1185	2.73828125	0.924009354590444	0.8853072904745556	1.3945863842964172	True	LAD16-exhaustive
M4	16	1	33409	0.9720508199576159	174912	1377	2.6689453125	0.901184447215723	0.8508093987230106	1.3605773001909256	True	LAD16-exhaustive
M4	16	1	33569	0.9651580597787799	161792	1153	2.46875	0.8362272839643203	0.7523379682612344	1.2645487785339355	True	LAD16-exhaustive
M4	16	1	33601	0.9637834507330432	168576	1249	2.572265625	0.8718396673824342	0.8061295073720149	1.3188277781009674	True	LAD16-exhaustive
M4	16	1	33857	0.952833475830948	237312	1313	3.62109375	1.2334933505085923	1.354121783684291	1.8707179427146912	True	LAD16-exhaustive
M4	16	1	33889	0.9514705541900561	170816	1249	2.6064453125	0.8884155253793098	0.8307137437294957	1.3478061705827713	True	LAD16-exhaustive
M4	16	1	34273	0.9352151404203326	243072	1249	3.708984375	1.2736255759495732	1.4167242158293278	1.9396670758724213	True	LAD16-exhaustive
M4	16	1	34337	0.9325236228748626	156800	1377	2.392578125	0.8225924691417514	0.7296399645704585	1.25356987118721	True	LAD16-exhaustive
M4	16	1	34369	0.9311797447667889	187840	1377	2.8662109375	0.9860346303545153	0.9787106692750057	1.5031250566244125	True	LAD16-exhaustive
M4	16	1	34721	0.9164791209900152	228352	1249	3.484375	1.2067206389143792	1.3162429903868162	1.8460233211517334	True	LAD16-exhaustive
M4	16	1	34849	0.9111703622260041	190720	1057	2.91015625	1.0102808730101411	1.0157478470473793	1.547485888004303	True	LAD16-exhaustive
M4	16	1	34913	0.9085232905101641	158208	1281	2.4140625	0.8390626399978098	0.7533251554512855	1.2860437631607056	True	LAD16-exhaustive
M4	16	1	35201	0.8966712065155793	245760	1217	3.75	1.3103930074650572	1.4771152819104296	2.0142173767089844	True	LAD16-exhaustive
M4	16	1	35393	0.8888235670319169	263328	1313	4.01806640625	1.4090383671172146	1.6299446756146525	2.1699741259217262	True	LAD16-exhaustive
M4	16	1	35521	0.8836154229198208	175744	1249	2.681640625	0.9425917970296173	0.9114756487468528	1.4534691870212555	True	LAD16-exhaustive
M4	16	1	35617	0.8797216162904586	167808	1249	2.560546875	0.9016035080559455	0.8481269252594034	1.3915862739086151	True	LAD16-exhaustive
M4	16	1	35809	0.871965389845311	193024	993	2.9453125	1.0406999458527393	1.0629388160906386	1.60932457447052	True	LAD16-exhaustive
M4	16	1	35969	0.8655335698206112	165056	1089	2.5185546875	0.8924760950769182	0.833461410768101	1.3822920769453049	True	LAD16-exhaustive
M4	16	1	36097	0.8604086798746682	154880	1217	2.36328125	0.8393750322855991	0.7509020108529794	1.3016870617866516	True	LAD16-exhaustive
M4	16	1	36161	0.8578530457092732	238912	1153	3.6455078125	1.296267385224714	1.4597422447213322	2.011493042111397	True	LAD16-exhaustive
M4	16	1	36353	0.8502131942277718	180480	1121	2.75390625	0.9825764948399223	0.9729114809834439	1.5275993943214417	True	LAD16-exhaustive
M4	16	1	36833	0.8312887127904336	150016	1089	2.2890625	0.8236269055026961	0.7244989557106889	1.2865148782730103	True	LAD16-exhaustive
M4	16	1	36929	0.8275334241018264	185856	1121	2.8359375	1.0220988438622345	1.0345515516517891	1.5980275869369507	True	LAD16-exhaustive
M4	16	1	37057	0.8225415297035852	211968	1249	3.234375	1.168280512856753	1.263435330357824	1.8288609981536865	True	LAD16-exhaustive
M4	16	1	37217	0.8163258535961475	157696	801	2.40625	0.8715490331088446	0.7986023689631495	1.3664765357971191	True	LAD16-exhaustive
M4	16	1	37313	0.8126092616057754	179008	1185	2.7314453125	0.9909616029996937	0.9858155023317693	1.5551516562700272	True	LAD16-exhaustive
M4	16	1	37409	0.80890221949962	163968	1057	2.501953125	0.9091891169288643	0.8573520172903791	1.4281549751758575	True	LAD16-exhaustive
M4	16	1	37441	0.8076686525224357	165248	961	2.521484375	0.9167854304340332	0.8692438618200199	1.440534919500351	True	LAD16-exhaustive
M4	16	1	37537	0.8039742675132722	163456	1217	2.494140625	0.9083219171125524	0.8558107368677043	1.4285668432712555	True	LAD16-exhaustive
M4	16	1	37633	0.8002893187512008	144832	1153	2.2099609375	0.8061362046461839	0.6948113215981918	1.2690347284078598	True	LAD16-exhaustive
M4	16	1	37889	0.7905085569850101	180608	1185	2.755859375	1.0095988925140682	1.0151484833962767	1.593273252248764	True	LAD16-exhaustive
M4	16	1	38113	0.7820044485434696	186752	865	2.849609375	1.0478461920092526	1.0756719632162204	1.6572137773036957	True	LAD16-exhaustive
M4	16	1	38177	0.7795838821710248	170624	929	2.603515625	0.9583694848775938	0.9341178914415961	1.5166384279727936	True	LAD16-exhaustive
M4	16	1	38273	0.775960630458215	163200	1121	2.490234375	0.9181251949211525	0.8703096091306173	1.454295963048935	True	LAD16-exhaustive
M4	16	1	38561	0.7651451550773327	188544	1185	2.876953125	1.0657296097172322	1.1044051186865798	1.6927824318408966	True	LAD16-exhaustive
M4	16	1	38593	0.7639484253172242	173184	1185	2.642578125	0.979419729353536	0.9673001843003739	1.556167870759964	True	LAD16-exhaustive
M4	16	1	38977	0.7496645676095302	218112	993	3.328125	1.2412003226902173	1.3846544308384832	1.9793751239776611	True	LAD16-exhaustive
M4	16	1	39041	0.747297613744319	176768	1089	2.697265625	1.0069609400400188	1.011107763265812	1.6068107187747955	True	LAD16-exhaustive
M4	16	1	39233	0.7402199633520787	166720	961	2.5439453125	0.9526439985998826	0.9242939871108949	1.5229279547929764	True	LAD16-exhaustive
M4	16	1	39521	0.7296681685484945	161856	1089	2.4697265625	0.9290860443626494	0.8863212554598687	1.4893503338098526	True	LAD16-exhaustive
M4	16	1	39841	0.7180337612740981	188672	961	2.87890625	1.0884689483966938	1.1422522912375066	1.750160276889801	True	LAD16-exhaustive
M4	16	1	39937	0.7145616564137285	149888	1089	2.287109375	0.8660145546626119	0.784363883564126	1.393742173910141	True	LAD16-exhaustive
M4	16	1	40129	0.7076424153173537	182144	1121	2.779296875	1.0555194228580689	1.0895155916208896	1.7018189132213593	True	LAD16-exhaustive
M4	16	1	40193	0.7053433564752716	145920	1217	2.2265625	0.8464382808953163	0.7522579776073853	1.365543007850647	True	LAD16-exhaustive
M4	16	1	40289	0.701901623178113	170624	1249	2.603515625	0.9912027613360391	0.9857944764724956	1.6005407869815826	True	LAD16-exhaustive
M4	16	1	40577	0.6916254149201482	166336	1057	2.5380859375	0.970558589847873	0.9523294893711376	1.5714708417654037	True	LAD16-exhaustive
M4	16	1	40609	0.690488119236182	167872	1249	2.5615234375	0.9799979770259035	0.9676036510786221	1.5872330516576767	True	LAD16-exhaustive
M4	16	1	40801	0.6836831085145381	165888	961	2.53125	0.9712376923149263	0.9533307583733883	1.575890064239502	True	LAD16-exhaustive
M4	16	1	40897	0.6802926023168308	143168	929	2.1845703125	0.8394314874315291	0.7392289932145037	1.3632564097642899	True	LAD16-exhaustive
M4	16	1	40961	0.6780366834956908	193536	1089	2.953125	1.1358450376070464	1.2207515545128558	1.8457481861114502	True	LAD16-exhaustive
M4	16	1	40993	0.6769100455364789	168128	1089	2.5654296875	0.9872020424647745	0.9791967525701915	1.6046853512525558	True	LAD16-exhaustive
M4	16	1	41057	0.6746594056500061	177152	993	2.703125	1.0411869851865057	1.06699020561532	1.6934540271759033	True	LAD16-exhaustive
M4	16	1	41281	0.6668097011049205	148224	1153	2.26171875	0.8740826441614552	0.794766334306096	1.4246522784233093	True	LAD16-exhaustive
M4	16	1	41729	0.6512372723948268	164992	865	2.517578125	0.9794154383402167	0.9663083478770885	1.6030276119709015	True	LAD16-exhaustive
M4	16	1	41761	0.6501313616613462	145920	1089	2.2265625	0.8666071108196018	0.7816048914702067	1.4188152551651	True	LAD16-exhaustive
M4	16	1	41953	0.6435136410042528	152960	1089	2.333984375	0.9109635167123307	0.8539657661459525	1.4941047132015228	True	LAD16-exhaustive
M4	16	1	42017	0.6413144627144831	142016	929	2.1669921875	0.8465719906853196	0.7482034140869382	1.3893205374479294	True	LAD16-exhaustive
M4	16	1	42209	0.6347369705468147	165760	1025	2.529296875	0.9908588115985577	0.9849712641622796	1.6290144622325897	True	LAD16-exhaustive
M4	16	1	42337	0.6303685768599632	140032	1057	2.13671875	0.8386074395464068	0.7343444223506523	1.380344569683075	True	LAD16-exhaustive
M4	16	1	42433	0.6271009401221157	152256	1025	2.3232421875	0.9130680918622879	0.8567808917706188	1.504244014620781	True	LAD16-exhaustive
M4	16	1	42689	0.618423252944373	128064	1121	1.9541015625	0.7707961413509249	0.6214944930428397	1.2728674560785294	True	LAD16-exhaustive
M4	16	1	43201	0.6012229127297868	143488	897	2.189453125	0.8698734959270619	0.7840934531643396	1.443276435136795	True	LAD16-exhaustive
M4	16	1	43457	0.5926990371534266	176512	929	2.693359375	1.0738890777247412	1.1228857611867704	1.7859698235988617	True	LAD16-exhaustive
M4	16	1	43649	0.5863390184072177	152320	769	2.32421875	0.9291638355322208	0.8819840424010071	1.54800146818161	True	LAD16-exhaustive
M4	16	1	43777	0.5821145291893259	166784	929	2.544921875	1.019184032145373	1.0319988543812466	1.6999671161174774	True	LAD16-exhaustive
M4	16	1	43969	0.5758008991678221	155200	1089	2.3681640625	0.9508858641151237	0.917934014863241	1.5888337045907974	True	LAD16-exhaustive
M4	16	1	44129	0.570560565440914	162048	929	2.47265625	0.99500152881757	0.9916357313839933	1.6649757027626038	True	LAD16-exhaustive
M4	16	1	44257	0.5663819603602231	171136	961	2.611328125	1.052622675860946	1.088159744077592	1.7634513676166534	True	LAD16-exhaustive
M4	16	1	44417	0.5611756663608514	161344	1025	2.4619140625	0.9945324952166628	0.990826839308194	1.6685613542795181	True	LAD16-exhaustive
M4	16	1	44449	0.5601366583419498	153472	961	2.341796875	0.9464151994551481	0.9100714014934768	1.588295429944992	True	LAD16-exhaustive
M4	16	1	44641	0.5539182752081384	130368	833	1.9892578125	0.8060054640558062	0.6738606547312505	1.355017974972725	True	LAD16-exhaustive
M4	16	1	45121	0.538488578444035	172416	961	2.630859375	1.0727570656753813	1.1228504746986343	1.8113251626491547	True	LAD16-exhaustive
M4	16	1	45281	0.5333818009929843	164160	1057	2.5048828125	1.0235308857278056	1.0397894046358815	1.7307067662477493	True	LAD16-exhaustive
M4	16	1	45377	0.5303263888794891	247808	1025	3.78125	1.5470082700699654	1.925761520561532	2.6181302070617676	True	LAD16-exhaustive
M4	16	1	45569	0.524234909114119	233984	929	3.5703125	1.4643538514589933	1.7872369010833906	2.4825373888015747	True	LAD16-exhaustive
M4	16	1	45697	0.5201881647336943	124352	737	1.8974609375	0.779526327504113	0.6257919044928283	1.323063239455223	True	LAD16-exhaustive
M4	16	1	45953	0.5121285708221599	150272	897	2.29296875	0.9451133123632139	0.9066268859197375	1.6078001856803894	True	LAD16-exhaustive
M4	16	1	46049	0.5091177933566442	146816	833	2.240234375	0.9245102589472953	0.8714664337281606	1.5741051137447357	True	LAD16-exhaustive
M4	16	1	46273	0.5021169848103835	160256	993	2.4453125	1.0120201176346952	1.0205072909514	1.7265616655349731	True	LAD16-exhaustive
M4	16	1	46337	0.5001229777416967	136960	865	2.08984375	0.8656061377623534	0.7705819767109179	1.4776167273521423	True	LAD16-exhaustive
M4	16	1	46817	0.4852551299089978	153600	865	2.34375	0.9766389895150954	0.9599503128099489	1.6743063926696777	True	LAD16-exhaustive
M4	16	1	47041	0.4783688910648287	157312	897	2.400390625	1.003027069629628	1.005199899147402	1.722973257303238	True	LAD16-exhaustive
M4	16	1	47137	0.47542767821479615	189184	865	2.88671875	1.2076759240871733	1.3570498469329366	2.0762826800346375	True	LAD16-exhaustive
M4	16	1	47297	0.4705389426445006	125824	929	1.919921875	0.804794250938342	0.6639130986781873	1.3855979144573212	True	LAD16-exhaustive
M4	16	1	47521	0.46372242488718207	238976	961	3.646484375	1.532732309513648	1.9190292818245975	2.644112914800644	True	LAD16-exhaustive
M4	16	1	47681	0.4588731271019828	128896	929	1.966796875	0.8283179214675929	0.7034079773689631	1.430951565504074	True	LAD16-exhaustive
M4	16	1	47713	0.45790522046131166	152192	897	2.322265625	0.9784036783486243	0.9626803962100404	1.6907083094120026	True	LAD16-exhaustive
M4	16	1	47777	0.455971353115153	144256	929	2.201171875	0.928104602088702	0.8756906793602655	1.6046964824199677	True	LAD16-exhaustive
M4	16	1	47809	0.4550053906722624	120320	929	1.8359375	0.7744065494203487	0.6098319361791409	1.3393300771713257	True	LAD16-exhaustive
M4	16	1	47969	0.4501852561681545	131264	865	2.0029296875	0.8464770772808667	0.7341044354877165	1.466042086482048	True	LAD16-exhaustive
M4	16	1	48193	0.4434640092375819	182784	801	2.7890625	1.1818838725951393	1.3156372787441826	2.050984025001526	True	LAD16-exhaustive
M4	16	1	48353	0.4386822178041818	121728	609	1.857421875	0.7885986225227856	0.6326225669012742	1.370421141386032	True	LAD16-exhaustive
M4	16	1	48449	0.4358207321049221	146944	705	2.2421875	0.9530437797190834	0.918329780842298	1.6575888395309448	True	LAD16-exhaustive
M4	16	1	48481	0.4348681633855236	137472	545	2.09765625	0.8919491357024453	0.8120160625047684	1.5517650246620178	True	LAD16-exhaustive
M4	16	1	48673	0.4291659214096981	146816	737	2.240234375	0.9547398407675032	0.9211250131132219	1.6638019979000092	True	LAD16-exhaustive
M4	16	1	49057	0.4178286094954853	163328	865	2.4921875	1.0669090528789096	1.1169946164263371	1.8655279874801636	True	LAD16-exhaustive
M4	16	1	49121	0.415947689214045	235040	1121	3.58642578125	1.536498925488254	1.9386254795266842	2.6881228759884834	True	LAD16-exhaustive
M4	16	1	49409	0.40751376340304013	235936	1057	3.60009765625	1.547512050195367	1.9602994597948615	2.7141910567879677	True	LAD16-exhaustive
M4	16	1	49537	0.4037811199764114	156288	993	2.384765625	1.0266105982830316	1.0467251814393073	1.8025838434696198	True	LAD16-exhaustive
M4	16	1	49633	0.4009879614166181	150272	961	2.29296875	0.9881817689701132	0.9792312194819562	1.7365557551383972	True	LAD16-exhaustive
