M4	32	1	4294966657	9511274752	425089	AGREE	242.3
M2	32	2	33409	24017661248	1648705	AGREE	328.7
M4	32	1	4294971073	8915238784	432577	AGREE	234.8
M2	32	2	32833	21327906688	1719553	AGREE	280.3
