M4	32	1	7817766721	-0.8641093898186796	33986150400	278657	7.913017272949219	5.10719735259153	12.583182284315992	14.403397938972473	True	umin5/predcr2.2908
M4	32	1	15305003393	-1.8332843135728112	19499948032	402689	4.540185451507568	3.545288656105799	12.615358075077628	16.178831863257237	True	umin6/predcr2.1713
M4	32	1	8755223041	-1.0274967860483954	20019861504	226497	4.6612372398376465	3.127170610624403	7.463374326065457	9.501858540296976	True	umin6/predcr2.0063
M4	32	1	4165229569	0.044251133272712906	36955462656	535873	8.604364156723022	4.236207807471947	7.374659750238327	8.34445283003768	True	umin5/predcr1.9846
M4	32	1	3466209473	0.3092883026736075	35376881408	527361	8.236822068691254	3.6786368272952443	5.840403310664343	6.6474430919422485	True	umin5
M4	32	1	2870372737	0.5814090533967438	34737771584	696385	8.088017717003822	3.239989372113688	4.736998309147952	5.405309039927263	True	umin5
M4	32	1	2534721281	0.7608200294068936	43702783232	826625	10.1753471493721	3.776404835164793	5.414930099037262	6.005090885114891	True	umin5
M4	32	1	2155022657	0.9949441087319819	46479294720	932737	10.821804106235504	3.615700677381946	4.928142387997659	5.429897699168219	True	umin5
M4	32	1	2003887297	1.0998457755202828	58417839104	1134209	13.601463079452515	4.3271040293811875	5.879418876582946	6.3459852443843605	True	umin5
M4	32	1	1803923969	1.2515086122198866	48094734592	1012737	11.197928011417389	3.312111967328941	4.283219291413099	4.7032280692207475	True	umin5
M4	32	1	1601343937	1.4233639425231566	49665805504	1228929	11.56372146308422	3.1405220188462883	3.9385984002159176	4.311440338861822	True	umin5
M4	32	1	1398270529	1.619003634307031	59999295232	1452353	13.969674527645111	3.4309798388159085	4.222410187812188	4.547970414098388	True	umin5
M4	32	1	1261872641	1.7670808374917861	61033413376	1584449	14.210448920726776	3.226973768530211	3.881264494795902	4.175067113105463	True	umin5
M4	32	1	1083295937	1.9872197308422912	50040395008	1694529	11.650937378406525	2.346745144263928	2.6864272518911507	2.938651741545	True	umin5
