p	SIGMA	UMIN	H	PREDCR_est	PREDCR_exact	BONUS	AU
2195036033	0.968403	7	1.956673	1.169109			
2194822913	0.968543	7	1.956863	1.169098			
2194776833	0.968573	7	1.956904	1.169096			
2194430081	0.968801	7	1.957213	1.169078			
2193816257	0.969204	7	1.957761	1.169047			
2193663809	0.969305	7	1.957897	1.169039			
2193577921	0.969361	7	1.957973	1.169035			
2193524353	0.969396	7	1.958021	1.169032			
2193408449	0.969473	7	1.958125	1.169026			
2193393473	0.969483	7	1.958138	1.169025			
2192355713	0.970165	7	1.959065	1.168972			
2192213377	0.970259	7	1.959192	1.168965			
2192114689	0.970324	7	1.959280	1.168960			
2191947073	0.970434	7	1.959430	1.168951			
2191855937	0.970494	7	1.959512	1.168947			
2191018561	0.971045	7	1.960261	1.168904			
2190541889	0.971359	7	1.960687	1.168880			
2190273409	0.971536	7	1.960927	1.168866			
2190027841	0.971698	7	1.961147	1.168853			
2189703617	0.971912	7	1.961438	1.168837			
2189648897	0.971948	7	1.961487	1.168834			
2189586881	0.971988	7	1.961542	1.168831			
2189397121	0.972113	7	1.961712	1.168821			
2189387777	0.972120	7	1.961721	1.168821			
2189342401	0.972150	7	1.961761	1.168818			
2189094209	0.972313	7	1.961984	1.168806			
2189012801	0.972367	7	1.962057	1.168802			
2188908353	0.972436	7	1.962150	1.168796			
2188890689	0.972447	7	1.962166	1.168795			
2188773313	0.972525	7	1.962271	1.168789			
2188629889	0.972619	7	1.962400	1.168782			
2188603073	0.972637	7	1.962424	1.168781			
2188331969	0.972816	7	1.962667	1.168767			
2188154753	0.972932	7	1.962826	1.168758			
2187969601	0.973054	7	1.962992	1.168748			
2187526273	0.973347	7	1.963390	1.168726			
2187195137	0.973565	7	1.963687	1.168709			
2187104897	0.973625	7	1.963768	1.168704			
2186425921	0.974073	7	1.964378	1.168669			
2185818113	0.974474	7	1.964924	1.168638			
2184910081	0.975073	7	1.965741	1.168592			
2184779137	0.975160	7	1.965859	1.168585			
2184710657	0.975205	7	1.965920	1.168582			
2184508289	0.975339	7	1.966103	1.168571			
2184008129	0.975669	7	1.966553	1.168546			
2183998849	0.975675	7	1.966561	1.168545			
2183996929	0.975676	7	1.966563	1.168545			
2183909633	0.975734	7	1.966641	1.168541			
2183784833	0.975816	7	1.966754	1.168534			
2183310401	0.976130	7	1.967181	1.168510			
2183030977	0.976315	7	1.967433	1.168496			
2182913729	0.976392	7	1.967539	1.168490			
2182877441	0.976416	7	1.967571	1.168488			
2182259713	0.976824	7	1.968128	1.168456			
2182253441	0.976828	7	1.968134	1.168456			
2182240001	0.976837	7	1.968146	1.168455			
2182186177	0.976873	7	1.968195	1.168453			
2182185857	0.976873	7	1.968195	1.168453			
2182177793	0.976878	7	1.968202	1.168452			
2181570113	0.977280	7	1.968751	1.168421			
2181437761	0.977368	7	1.968870	1.168414			
2181235649	0.977502	7	1.969052	1.168404			
2181024961	0.977641	7	1.969243	1.168393			
2180944897	0.977694	7	1.969315	1.168389			
2180743681	0.977827	7	1.969497	1.168379			
2180668289	0.977877	7	1.969565	1.168375			
2179763393	0.978476	7	1.970382	1.168328			
2179689089	0.978525	7	1.970450	1.168325			
2179598017	0.978585	7	1.970532	1.168320			
2179465921	0.978673	7	1.970651	1.168313			
2179443137	0.978688	7	1.970672	1.168312			
2178878209	0.979062	7	1.971183	1.168283			
2178606977	0.979241	7	1.971428	1.168269			
2178492737	0.979317	7	1.971532	1.168263			
2178430913	0.979358	7	1.971588	1.168260			
2177853313	0.979740	7	1.972110	1.168231			
2177660993	0.979868	7	1.972285	1.168221			
2176723457	0.980489	7	1.973134	1.168173			
2176646209	0.980540	7	1.973204	1.168169			
2176108289	0.980897	7	1.973692	1.168141			
2175705601	0.981164	7	1.974057	1.168121			
2175003521	0.981629	7	1.974694	1.168084			
2174282497	0.982108	7	1.975349	1.168047			
2174148161	0.982197	7	1.975471	1.168041			
2173710337	0.982487	7	1.975869	1.168018			
2173407553	0.982688	7	1.976144	1.168003			
2173262209	0.982785	7	1.976277	1.167995			
2172973697	0.982976	7	1.976539	1.167980			
2172851521	0.983058	7	1.976650	1.167974			
2172826241	0.983074	7	1.976673	1.167973			
2172502273	0.983289	7	1.976968	1.167956			
2171886593	0.983698	7	1.977528	1.167925			
2171504513	0.983952	7	1.977876	1.167905			
2171164481	0.984178	7	1.978186	1.167887			
2171023681	0.984272	7	1.978314	1.167880			
2170704961	0.984483	7	1.978605	1.167864			
2170669441	0.984507	7	1.978637	1.167862			
2170646977	0.984522	7	1.978658	1.167861			
2170561537	0.984579	7	1.978736	1.167856			
2170135937	0.984862	7	1.979124	1.167835			
2169950593	0.984985	7	1.979293	1.167825			
2169914881	0.985009	7	1.979325	1.167823			
2169870977	0.985038	7	1.979365	1.167821			
2169848449	0.985053	7	1.979386	1.167820			
2169833921	0.985063	7	1.979399	1.167819			
2169554113	0.985249	7	1.979654	1.167805			
2169540929	0.985257	7	1.979666	1.167804			
2169270977	0.985437	7	1.979913	1.167790			
2169095809	0.985553	7	1.980073	1.167781			
2168926913	0.985666	7	1.980227	1.167772			
2168557441	0.985911	7	1.980564	1.167753			
2168392001	0.986022	7	1.980715	1.167745			
2168375681	0.986032	7	1.980730	1.167744			
2168323393	0.986067	7	1.980778	1.167741			
2168317121	0.986071	7	1.980784	1.167741			
2167157953	0.986843	7	1.981843	1.167682			
2167143617	0.986852	7	1.981856	1.167681			
2166369409	0.987368	7	1.982565	1.167641			
2165999873	0.987614	7	1.982903	1.167622			
2165336513	0.988056	7	1.983510	1.167588			
2165184193	0.988157	7	1.983650	1.167580			
2164915393	0.988337	7	1.983896	1.167566			
2164619329	0.988534	7	1.984167	1.167551			
2164423873	0.988664	7	1.984347	1.167541			
2164213889	0.988804	7	1.984539	1.167530			
2164162817	0.988838	7	1.984586	1.167527			
2164106561	0.988876	7	1.984638	1.167525			
2163793217	0.989085	7	1.984925	1.167508			
2163779521	0.989094	7	1.984938	1.167508			
2163426689	0.989329	7	1.985261	1.167490			
2163246913	0.989449	7	1.985426	1.167480			
2163216257	0.989469	7	1.985454	1.167479			
2163211649	0.989472	7	1.985459	1.167478			
2163000449	0.989613	7	1.985653	1.167468			
2162970497	0.989633	7	1.985680	1.167466			
2162722049	0.989799	7	1.985908	1.167453			
2162669441	0.989834	7	1.985956	1.167451			
2162608961	0.989874	7	1.986012	1.167447			
2162495233	0.989950	7	1.986116	1.167442			
2162148673	0.990181	7	1.986435	1.167424			
2161775873	0.990430	7	1.986777	1.167405			
2161747457	0.990449	7	1.986803	1.167403			
2161631041	0.990527	7	1.986910	1.167397			
2161328321	0.990729	7	1.987189	1.167381			
2161211009	0.990807	7	1.987297	1.167375			
2161109633	0.990875	7	1.987390	1.167370			
2160980929	0.990961	7	1.987508	1.167364			
2160766273	0.991104	7	1.987706	1.167352			
2160404801	0.991345	7	1.988038	1.167334			
2160242881	0.991454	7	1.988187	1.167326			
2160218369	0.991470	7	1.988210	1.167324			
2160093121	0.991554	7	1.988325	1.167318			
2159490881	0.991956	7	1.988880	1.167287			
2159467393	0.991972	7	1.988901	1.167286			
2159357441	0.992045	7	1.989002	1.167280			
2159084929	0.992227	7	1.989254	1.167266			
2158200769	0.992818	7	1.990068	1.167220			
2157766337	0.993109	7	1.990469	1.167198			
2157604481	0.993217	7	1.990618	1.167189			
2157545729	0.993256	7	1.990673	1.167186			
2157515329	0.993276	7	1.990701	1.167185			
2157020161	0.993607	7	1.991158	1.167159			
2156768833	0.993776	7	1.991390	1.167146			
2155926401	0.994339	7	1.992168	1.167103			
2155533889	0.994602	7	1.992531	1.167083			
2155237313	0.994800	7	1.992805	1.167067			
2154402881	0.995359	7	1.993577	1.167024			
2153846209	0.995732	7	1.994092	1.166996			
2153450881	0.995997	7	1.994458	1.166975			
2153374721	0.996048	7	1.994529	1.166971			
2153143297	0.996203	7	1.994743	1.166959			
2153127169	0.996214	7	1.994758	1.166958			
2152346689	0.996737	7	1.995481	1.166918			
2152209217	0.996829	7	1.995609	1.166911			
2151826177	0.997086	7	1.995964	1.166891			
2151413249	0.997362	7	1.996347	1.166870			
2151208769	0.997500	7	1.996537	1.166859			
2150836801	0.997749	7	1.996882	1.166840			
2150744129	0.997811	7	1.996968	1.166835			
2150665793	0.997864	7	1.997041	1.166831			
2150397569	0.998044	7	1.997290	1.166817			
2150369857	0.998062	7	1.997316	1.166816			
2149951169	0.998343	7	1.997705	1.166794			
2149921793	0.998363	7	1.997732	1.166793			
2149758529	0.998473	7	1.997884	1.166784			
2149757569	0.998473	7	1.997884	1.166784			
2149457857	0.998674	7	1.998163	1.166769			
2149265281	0.998804	7	1.998342	1.166759			
2149133633	0.998892	7	1.998465	1.166752			
2149031041	0.998961	7	1.998560	1.166747			
2148745153	0.999153	7	1.998826	1.166732			
2148667777	0.999205	7	1.998898	1.166728			
2148594241	0.999254	7	1.998966	1.166724			
2148390593	0.999391	7	1.999156	1.166714			
2147914817	0.999710	7	1.999599	1.166689			
2147484161	1.000000	7	2.000000	1.166667			
2147463361	1.000014	7	2.000019	1.166666			
2146766081	1.000482	7	2.000669	1.166630			
2146644673	1.000564	7	2.000782	1.166623			
2145492929	1.001338	7	2.001856	1.166564			
2145055873	1.001632	7	2.002264	1.166541			
2145028673	1.001650	7	2.002289	1.166540			
2145014273	1.001660	7	2.002302	1.166539			
2144952449	1.001701	7	2.002360	1.166536			
2144723969	1.001855	7	2.002573	1.166524			
2144707009	1.001867	7	2.002589	1.166523			
2144691137	1.001877	7	2.002604	1.166522			
2144597569	1.001940	7	2.002691	1.166517			
2144404033	1.002070	7	2.002872	1.166507			
2144356993	1.002102	7	2.002916	1.166505			
2143741121	1.002516	7	2.003492	1.166473			
2143736513	1.002520	7	2.003496	1.166473			
2143518977	1.002666	7	2.003699	1.166461			
2143404737	1.002743	7	2.003806	1.166455			
2143033153	1.002993	7	2.004153	1.166436			
2142955649	1.003045	7	2.004226	1.166432			
2142907649	1.003077	7	2.004271	1.166430			
2142479617	1.003366	7	2.004671	1.166408			
2142279553	1.003500	7	2.004858	1.166397			
2142182657	1.003566	7	2.004949	1.166392			
2141842753	1.003795	7	2.005267	1.166375			
2141658689	1.003919	7	2.005440	1.166365			
2141399233	1.004093	7	2.005683	1.166352			
2141089217	1.004302	7	2.005973	1.166335			
2140944257	1.004400	7	2.006109	1.166328			
2140808833	1.004491	7	2.006236	1.166321			
2140531009	1.004678	7	2.006496	1.166307			
2140511809	1.004691	7	2.006514	1.166306			
2140328513	1.004815	7	2.006686	1.166296			
2140075841	1.004985	7	2.006923	1.166283			
2139995393	1.005039	7	2.006998	1.166279			
2139963073	1.005061	7	2.007029	1.166277			
2139444161	1.005411	7	2.007515	1.166250			
2138686337	1.005922	7	2.008227	1.166211			
2138489537	1.006055	7	2.008412	1.166201			
2138431681	1.006094	7	2.008466	1.166198			
2138274689	1.006200	7	2.008613	1.166190			
2138265793	1.006206	7	2.008622	1.166189			
2137990081	1.006392	7	2.008881	1.166175			
2137825537	1.006503	7	2.009035	1.166166			
2137544257	1.006693	7	2.009300	1.166152			
2137317121	1.006846	7	2.009513	1.166140			
2137316417	1.006847	7	2.009514	1.166140			
2136965057	1.007084	7	2.009844	1.166122			
2136096449	1.007670	7	2.010662	1.166076			
2135651393	1.007971	7	2.011081	1.166053			
2134848641	1.008513	7	2.011837	1.166012			
2134816961	1.008535	7	2.011867	1.166010			
2134727297	1.008595	7	2.011951	1.166005			
2134686977	1.008623	7	2.011989	1.166003			
2134334849	1.008861	7	2.012321	1.165985			
2134153729	1.008983	7	2.012492	1.165976			
2133994561	1.009091	7	2.012642	1.165967			
2133900161	1.009154	7	2.012731	1.165962			
2133047297	1.009731	7	2.013536	1.165918			
2132458177	1.010130	7	2.014092	1.165887			
2132351041	1.010202	7	2.014193	1.165882			
2131625729	1.010693	7	2.014879	1.165844			
2131237313	1.010956	7	2.015246	1.165824			
2131228609	1.010962	7	2.015254	1.165824			
2130987137	1.011125	7	2.015483	1.165811			
2130815873	1.011241	7	2.015645	1.165802			
2130790273	1.011259	7	2.015669	1.165801			
2130603073	1.011385	7	2.015846	1.165791			
2130374849	1.011540	7	2.016062	1.165779			
2129804801	1.011926	7	2.016601	1.165749			
2129655041	1.012027	7	2.016743	1.165742			
2129009921	1.012464	7	2.017354	1.165708			
2128854017	1.012570	7	2.017502	1.165700			
2128789441	1.012614	7	2.017563	1.165697			
2128537153	1.012785	7	2.017802	1.165683			
2128218817	1.013001	7	2.018104	1.165667			
2128159169	1.013041	7	2.018161	1.165664			
2127458689	1.013516	7	2.018825	1.165627			
2127047617	1.013795	7	2.019215	1.165606			
2126957953	1.013856	7	2.019301	1.165601			
2126956609	1.013857	7	2.019302	1.165601			
2126924993	1.013878	7	2.019332	1.165600			
2126902273	1.013893	7	2.019353	1.165598			
2126377537	1.014249	7	2.019852	1.165571			
2126333953	1.014279	7	2.019893	1.165569			
2125769537	1.014662	7	2.020429	1.165539			
2125648961	1.014744	7	2.020544	1.165533			
2125562689	1.014802	7	2.020626	1.165529			
2125447937	1.014880	7	2.020735	1.165523			
2125238657	1.015022	7	2.020934	1.165512			
2125192129	1.015054	7	2.020978	1.165509			
2125187329	1.015057	7	2.020983	1.165509			
2124856193	1.015282	7	2.021298	1.165492			
2124294593	1.015663	7	2.021832	1.165463			
2123985217	1.015873	7	2.022127	1.165446			
2123874113	1.015949	7	2.022233	1.165441			
2123809409	1.015993	7	2.022294	1.165437			
2123636609	1.016110	7	2.022459	1.165428			
2122589377	1.016822	7	2.023457	1.165374			
2121723073	1.017411	7	2.024283	1.165328			
2121601217	1.017494	7	2.024399	1.165322			
2120613697	1.018165	7	2.025342	1.165271			
2120549953	1.018209	7	2.025403	1.165267			
2120375233	1.018328	7	2.025569	1.165258			
2120298881	1.018380	7	2.025642	1.165254			
2119674049	1.018805	7	2.026240	1.165222			
2118698369	1.019469	7	2.027173	1.165171			
2118555713	1.019566	7	2.027309	1.165163			
2118286273	1.019750	7	2.027567	1.165149			
2118275713	1.019757	7	2.027577	1.165149			
2118103297	1.019874	7	2.027742	1.165140			
2118031873	1.019923	7	2.027811	1.165136			
2117156033	1.020520	7	2.028649	1.165090			
2117016449	1.020615	7	2.028783	1.165083			
2116845121	1.020731	7	2.028947	1.165074			
2116809473	1.020756	7	2.028982	1.165072			
2116712513	1.020822	7	2.029074	1.165067			
2116626689	1.020880	7	2.029157	1.165062			
2116464641	1.020991	7	2.029312	1.165054			
2116417409	1.021023	7	2.029357	1.165052			
2115725761	1.021495	7	2.030021	1.165015			
2115228737	1.021833	7	2.030498	1.164989			
2114918209	1.022045	7	2.030796	1.164973			
2114698753	1.022195	7	2.031007	1.164962			
2114600129	1.022262	7	2.031101	1.164957			
2114506753	1.022326	7	2.031191	1.164952			
2114156417	1.022565	7	2.031528	1.164933			
2114100481	1.022603	7	2.031581	1.164930			
2113831297	1.022787	7	2.031840	1.164916			
2113502081	1.023012	7	2.032157	1.164899			
2112679873	1.023573	7	2.032948	1.164856			
2112546433	1.023664	7	2.033076	1.164849			
2112476801	1.023712	7	2.033143	1.164846			
2112409153	1.023758	7	2.033208	1.164842			
2112146497	1.023937	7	2.033461	1.164828			
2112059777	1.023996	7	2.033544	1.164824			
2111993537	1.024042	7	2.033608	1.164820			
2111454529	1.024410	7	2.034127	1.164792			
2111215937	1.024573	7	2.034357	1.164780			
2111191553	1.024590	7	2.034381	1.164778			
2110930177	1.024768	7	2.034633	1.164765			
2110250113	1.025233	7	2.035288	1.164729			
2110076161	1.025352	7	2.035456	1.164720			
2110017281	1.025392	7	2.035513	1.164717			
2109942977	1.025443	7	2.035585	1.164713			
2109815489	1.025530	7	2.035708	1.164706			
2109786817	1.025550	7	2.035735	1.164705			
2109770881	1.025561	7	2.035751	1.164704			
2109728449	1.025590	7	2.035792	1.164702			
2109720577	1.025595	7	2.035799	1.164701			
2109688513	1.025617	7	2.035830	1.164700			
2109601409	1.025677	7	2.035914	1.164695			
2109299393	1.025883	7	2.036206	1.164679			
2109265409	1.025907	7	2.036238	1.164677			
2109210241	1.025944	7	2.036292	1.164675			
2108969281	1.026109	7	2.036524	1.164662			
2108866817	1.026179	7	2.036623	1.164657			
2108574977	1.026379	7	2.036905	1.164641			
2108569409	1.026383	7	2.036911	1.164641			
2108358401	1.026527	7	2.037114	1.164630			
2108207873	1.026630	7	2.037260	1.164622			
2107346497	1.027220	7	2.038093	1.164577			
2107114049	1.027379	7	2.038317	1.164565			
2106741953	1.027634	7	2.038677	1.164545			
2106710401	1.027655	7	2.038708	1.164544			
2106272257	1.027955	7	2.039132	1.164521			
2106249281	1.027971	7	2.039154	1.164519			
2106207937	1.027999	7	2.039194	1.164517			
2105665537	1.028371	7	2.039720	1.164489			
2105317889	1.028609	7	2.040056	1.164471			
2105107969	1.028753	7	2.040260	1.164460			
2105051521	1.028792	7	2.040315	1.164457			
2104710593	1.029025	7	2.040645	1.164439			
2104464961	1.029194	7	2.040883	1.164426			
2103195649	1.030064	7	2.042115	1.164359			
2103158273	1.030090	7	2.042151	1.164357			
2103125569	1.030112	7	2.042183	1.164356			
2102211521	1.030739	7	2.043071	1.164308			
2101902337	1.030952	7	2.043371	1.164291			
2101878017	1.030968	7	2.043395	1.164290			
2101710529	1.031083	7	2.043558	1.164281			
2101173889	1.031452	7	2.044080	1.164253			
2100843137	1.031679	7	2.044402	1.164236			
2100774721	1.031726	7	2.044468	1.164232			
2100730433	1.031756	7	2.044511	1.164230			
2100313153	1.032043	7	2.044918	1.164208			
2100099137	1.032190	7	2.045126	1.164197			
2099762113	1.032421	7	2.045454	1.164179			
2099411329	1.032662	7	2.045796	1.164161			
2099363137	1.032695	7	2.045843	1.164158			
2099346497	1.032707	7	2.045859	1.164157			
2099264833	1.032763	7	2.045939	1.164153			
2098843969	1.033052	7	2.046349	1.164131			
2098598657	1.033221	7	2.046588	1.164118			
2098590401	1.033227	7	2.046596	1.164118			
2098585793	1.033230	7	2.046601	1.164117			
2098536577	1.033264	7	2.046649	1.164115			
2098040897	1.033604	7	2.047132	1.164089			
2097867521	1.033724	7	2.047301	1.164080			
2097256001	1.034144	7	2.047898	1.164047			
2097135553	1.034227	7	2.048016	1.164041			
2097119489	1.034238	7	2.048032	1.164040			
2096963137	1.034346	7	2.048184	1.164032			
2096900929	1.034388	7	2.048245	1.164029			
2096484161	1.034675	7	2.048652	1.164007			
2096462273	1.034690	7	2.048674	1.164006			
2096323969	1.034785	7	2.048809	1.163998			
2096260993	1.034829	7	2.048870	1.163995			
2095857473	1.035107	7	2.049265	1.163974			
2095600321	1.035284	7	2.049516	1.163960			
2095586881	1.035293	7	2.049530	1.163960			
2095225793	1.035541	7	2.049883	1.163941			
2094481409	1.036054	7	2.050611	1.163902			
2094435457	1.036086	7	2.050656	1.163899			
2094083777	1.036328	7	2.051001	1.163881			
2094026177	1.036368	7	2.051057	1.163878			
2093920769	1.036440	7	2.051160	1.163872			
2093351041	1.036833	7	2.051719	1.163842			
2093058113	1.037035	7	2.052006	1.163827			
2092985729	1.037085	7	2.052077	1.163823			
2092961729	1.037101	7	2.052100	1.163822			
2092881793	1.037156	7	2.052179	1.163817			
2091970817	1.037784	7	2.053072	1.163769			
2091840833	1.037874	7	2.053200	1.163763			
2091137729	1.038359	7	2.053890	1.163726			
2091133249	1.038362	7	2.053895	1.163725			
2090409281	1.038862	7	2.054606	1.163687			
2090344961	1.038906	7	2.054669	1.163684			
2090324417	1.038920	7	2.054689	1.163683			
2090216897	1.038994	7	2.054795	1.163677			
2089903169	1.039211	7	2.055103	1.163661			
2089577857	1.039436	7	2.055423	1.163643			
2089392001	1.039564	7	2.055606	1.163634			
2089116929	1.039754	7	2.055877	1.163619			
2088066241	1.040480	7	2.056911	1.163564			
2087700161	1.040733	7	2.057272	1.163544			
2087430209	1.040919	7	2.057538	1.163530			
2087357057	1.040970	7	2.057610	1.163526			
2087325377	1.040992	7	2.057641	1.163525			
2086554881	1.041524	7	2.058401	1.163484			
2086377089	1.041647	7	2.058577	1.163475			
2086051841	1.041872	7	2.058898	1.163458			
2085657857	1.042145	7	2.059287	1.163437			
2085625601	1.042167	7	2.059318	1.163435			
2085190337	1.042468	7	2.059748	1.163412			
2085132353	1.042508	7	2.059806	1.163409			
2084911489	1.042661	7	2.060024	1.163397			
2084910977	1.042661	7	2.060024	1.163397			
2084826817	1.042720	7	2.060107	1.163393			
2084579137	1.042891	7	2.060352	1.163380			
2084147201	1.043190	7	2.060779	1.163357			
2083669057	1.043521	7	2.061252	1.163332			
2083454273	1.043670	7	2.061465	1.163321			
2082983041	1.043996	7	2.061931	1.163296			
2082280897	1.044482	7	2.062626	1.163259			
2082055361	1.044639	7	2.062850	1.163247			
2082043393	1.044647	7	2.062862	1.163246			
2081576129	1.044971	7	2.063325	1.163221			
2081540161	1.044996	7	2.063360	1.163219			
2081529409	1.045003	7	2.063371	1.163219			
2081454337	1.045055	7	2.063445	1.163215			
2081389249	1.045100	7	2.063510	1.163211			
2081281217	1.045175	7	2.063617	1.163206			
2081123521	1.045285	7	2.063773	1.163197			
2080629953	1.045627	7	2.064263	1.163171			
2080213249	1.045916	7	2.064676	1.163149			
2079684161	1.046283	7	2.065202	1.163121			
2079282113	1.046562	7	2.065601	1.163100			
2078816449	1.046885	7	2.066064	1.163076			
2078778817	1.046911	7	2.066101	1.163074			
2078680001	1.046979	7	2.066199	1.163068			
2078595137	1.047038	7	2.066284	1.163064			
2078539201	1.047077	7	2.066339	1.163061			
2078269441	1.047264	7	2.066608	1.163047			
2077959361	1.047480	7	2.066916	1.163030			
2077916417	1.047510	7	2.066959	1.163028			
2077903873	1.047518	7	2.066971	1.163027			
2077699649	1.047660	7	2.067174	1.163016			
2077426433	1.047850	7	2.067446	1.163002			
2077332353	1.047915	7	2.067540	1.162997			
2077178497	1.048022	7	2.067693	1.162989			
2076918913	1.048202	7	2.067951	1.162975			
2076833153	1.048262	7	2.068037	1.162971			
2076806401	1.048280	7	2.068063	1.162969			
2076286273	1.048642	7	2.068581	1.162942			
2076222913	1.048686	7	2.068645	1.162938			
2076128641	1.048751	7	2.068739	1.162933			
2076127489	1.048752	7	2.068740	1.162933			
2075564609	1.049143	7	2.069301	1.162904			
2075323073	1.049311	7	2.069542	1.162891			
2075234177	1.049373	7	2.069630	1.162886			
2075191873	1.049402	7	2.069672	1.162884			
2074858433	1.049634	7	2.070005	1.162866			
2074692929	1.049749	7	2.070170	1.162857			
2074668097	1.049767	7	2.070195	1.162856			
2074638913	1.049787	7	2.070224	1.162855			
2074576321	1.049830	7	2.070286	1.162851			
2074457089	1.049913	7	2.070405	1.162845			
2074310081	1.050016	7	2.070552	1.162837			
2074236481	1.050067	7	2.070626	1.162833			
2074085633	1.050172	7	2.070776	1.162825			
2073931777	1.050279	7	2.070930	1.162817			
2073682241	1.050452	7	2.071179	1.162804			
2073598337	1.050511	7	2.071263	1.162799			
2072397953	1.051346	7	2.072463	1.162736			
2072246273	1.051452	7	2.072614	1.162728			
2072052737	1.051586	7	2.072808	1.162718			
2071903681	1.051690	7	2.072957	1.162710			
2071586497	1.051911	7	2.073274	1.162693			
2071451329	1.052005	7	2.073410	1.162686			
2071141313	1.052221	7	2.073720	1.162669			
2071032193	1.052297	7	2.073829	1.162664			
2070906241	1.052385	7	2.073955	1.162657			
2070791297	1.052465	7	2.074071	1.162651			
2070685313	1.052539	7	2.074177	1.162645			
2070531713	1.052646	7	2.074331	1.162637			
2070428417	1.052718	7	2.074434	1.162632			
2070282689	1.052819	7	2.074580	1.162624			
2069997697	1.053018	7	2.074866	1.162609			
2069793793	1.053160	7	2.075070	1.162598			
2069747969	1.053192	7	2.075116	1.162595			
2069734081	1.053202	7	2.075130	1.162595			
2069169857	1.053595	7	2.075696	1.162565			
2067646657	1.054657	7	2.077225	1.162484			
2067564481	1.054715	7	2.077308	1.162480			
2067014401	1.055099	7	2.077860	1.162451			
2066723969	1.055301	7	2.078152	1.162435			
2066606401	1.055384	7	2.078271	1.162429			
2066551873	1.055422	7	2.078325	1.162426			
2066470657	1.055478	7	2.078407	1.162422			
2066454721	1.055489	7	2.078423	1.162421			
2066335489	1.055573	7	2.078543	1.162414			
2065769729	1.055968	7	2.079112	1.162384			
2065616513	1.056075	7	2.079267	1.162376			
2065139137	1.056408	7	2.079747	1.162351			
2064837953	1.056619	7	2.080051	1.162335			
2064720961	1.056700	7	2.080168	1.162329			
2064685057	1.056725	7	2.080205	1.162327			
2064469697	1.056876	7	2.080422	1.162315			
2064324737	1.056977	7	2.080568	1.162308			
2064159809	1.057092	7	2.080734	1.162299			
2063866369	1.057298	7	2.081030	1.162283			
2063150849	1.057798	7	2.081751	1.162245			
2063030401	1.057882	7	2.081873	1.162239			
2062803713	1.058041	7	2.082102	1.162227			
2062328897	1.058373	7	2.082581	1.162202			
2062223297	1.058447	7	2.082688	1.162196			
2062222081	1.058447	7	2.082689	1.162196			
2062191169	1.058469	7	2.082720	1.162194			
2062025857	1.058585	7	2.082887	1.162186			
2061997057	1.058605	7	2.082916	1.162184			
2061956993	1.058633	7	2.082957	1.162182			
2061906433	1.058668	7	2.083008	1.162179			
2061323521	1.059076	7	2.083597	1.162148			
2061305153	1.059089	7	2.083615	1.162147			
2060863873	1.059398	7	2.084062	1.162124			
2060615489	1.059572	7	2.084313	1.162111			
2060597057	1.059585	7	2.084331	1.162110			
2060539841	1.059625	7	2.084389	1.162107			
2060270081	1.059814	7	2.084662	1.162092			
2060176193	1.059879	7	2.084757	1.162087			
2060053057	1.059966	7	2.084882	1.162081			
2059787393	1.060152	7	2.085151	1.162067			
2059753921	1.060175	7	2.085185	1.162065			
2059637761	1.060257	7	2.085302	1.162059			
2059530241	1.060332	7	2.085411	1.162053			
2059297217	1.060495	7	2.085647	1.162041			
2059138561	1.060606	7	2.085808	1.162032			
2058760001	1.060871	7	2.086191	1.162012			
2058758209	1.060873	7	2.086193	1.162012			
2058369793	1.061145	7	2.086587	1.161991			
2057825089	1.061527	7	2.087139	1.161962			
2057508353	1.061749	7	2.087460	1.161945			
2057508097	1.061749	7	2.087461	1.161945			
2057237569	1.061939	7	2.087735	1.161931			
2057141057	1.062006	7	2.087833	1.161926			
2056700609	1.062315	7	2.088280	1.161902			
2056677569	1.062332	7	2.088304	1.161901			
2056624897	1.062368	7	2.088357	1.161898			
2056527169	1.062437	7	2.088456	1.161893			
2056475777	1.062473	7	2.088509	1.161890			
2056337537	1.062570	7	2.088649	1.161883			
2055842881	1.062917	7	2.089152	1.161857			
2055579329	1.063102	7	2.089419	1.161843			
2055494017	1.063162	7	2.089506	1.161838			
2055165121	1.063393	7	2.089840	1.161821			
2055121153	1.063424	7	2.089885	1.161818			
2054994241	1.063513	7	2.090014	1.161812			
2054781697	1.063662	7	2.090230	1.161800			
2054766017	1.063673	7	2.090246	1.161799			
2054199937	1.064071	7	2.090822	1.161769			
2053975361	1.064228	7	2.091051	1.161757			
2053849729	1.064317	7	2.091179	1.161751			
2053682369	1.064434	7	2.091349	1.161742			
2053677313	1.064438	7	2.091355	1.161741			
2053163137	1.064799	7	2.091878	1.161714			
2052939457	1.064956	7	2.092106	1.161702			
2052918977	1.064970	7	2.092127	1.161701			
2052487681	1.065274	7	2.092567	1.161678			
2052226433	1.065457	7	2.092833	1.161664			
2052090433	1.065553	7	2.092972	1.161657			
2051779649	1.065771	7	2.093289	1.161640			
2051366209	1.066062	7	2.093711	1.161618			
2051322881	1.066093	7	2.093755	1.161616			
2051172161	1.066199	7	2.093909	1.161608			
2051136449	1.066224	7	2.093945	1.161606			
2051123713	1.066233	7	2.093958	1.161605			
2050796801	1.066463	7	2.094292	1.161588			
2050793729	1.066465	7	2.094295	1.161588			
2050511681	1.066663	7	2.094583	1.161573			
