p	SIGMA	UMIN	H	PREDCR_est	PREDCR_exact	BONUS	AU
13690947329	-1.672503	7	0.313709	1.380602			
13690618817	-1.672469	7	0.313716	1.380600			
13689949313	-1.672398	7	0.313731	1.380595			
13689303233	-1.672330	7	0.313746	1.380591			
13683759937	-1.671746	7	0.313873	1.380554			
13682666561	-1.671630	7	0.313898	1.380547			
13680518081	-1.671404	7	0.313948	1.380533			
13680210433	-1.671371	7	0.313955	1.380531			
13679843777	-1.671333	7	0.313963	1.380528			
13679705153	-1.671318	7	0.313966	1.380527			
13678260737	-1.671166	7	0.314000	1.380518			
13676694529	-1.671001	7	0.314035	1.380507			
13673501953	-1.670664	7	0.314109	1.380486			
13668520001	-1.670138	7	0.314223	1.380453			
13667689601	-1.670050	7	0.314242	1.380447			
13664481793	-1.669712	7	0.314316	1.380426			
13663549121	-1.669613	7	0.314338	1.380420			
13662532993	-1.669506	7	0.314361	1.380413			
13662009089	-1.669451	7	0.314373	1.380410			
13661334721	-1.669379	7	0.314389	1.380405			
2636709953	0.703908	6	1.628912	1.380386			
13658036737	-1.669031	7	0.314464	1.380383			
13656584257	-1.668878	7	0.314498	1.380373			
13653535361	-1.668556	7	0.314568	1.380353			
13653168833	-1.668517	7	0.314577	1.380351			
13652245121	-1.668419	7	0.314598	1.380344			
13649848321	-1.668166	7	0.314653	1.380328			
13649130113	-1.668090	7	0.314670	1.380324			
13644998849	-1.667653	7	0.314765	1.380296			
13640134273	-1.667139	7	0.314877	1.380264			
13638233537	-1.666938	7	0.314921	1.380251			
13633204289	-1.666406	7	0.315037	1.380217			
13633073921	-1.666392	7	0.315040	1.380216			
2634763009	0.704974	6	1.630115	1.380211			
13632136129	-1.666293	7	0.315062	1.380210			
13629846913	-1.666050	7	0.315115	1.380195			
13626868033	-1.665735	7	0.315184	1.380175			
13626066497	-1.665650	7	0.315202	1.380170			
13625664257	-1.665608	7	0.315212	1.380167			
13624419073	-1.665476	7	0.315240	1.380159			
2634068033	0.705355	6	1.630545	1.380149			
13621974913	-1.665217	7	0.315297	1.380142			
13620585409	-1.665070	7	0.315329	1.380133			
13618819393	-1.664883	7	0.315370	1.380121			
13617555137	-1.664749	7	0.315399	1.380113			
13615994177	-1.664583	7	0.315435	1.380102			
13615225537	-1.664502	7	0.315453	1.380097			
13614013313	-1.664373	7	0.315481	1.380089			
13612797697	-1.664245	7	0.315510	1.380081			
13612479553	-1.664211	7	0.315517	1.380079			
13612070977	-1.664168	7	0.315526	1.380076			
13611971201	-1.664157	7	0.315529	1.380075			
13611851777	-1.664144	7	0.315531	1.380075			
13611013313	-1.664055	7	0.315551	1.380069			
13610116097	-1.663960	7	0.315572	1.380063			
13607039233	-1.663634	7	0.315643	1.380042			
13606593089	-1.663587	7	0.315653	1.380039			
13606194689	-1.663545	7	0.315663	1.380037			
13605734977	-1.663496	7	0.315673	1.380034			
13604988673	-1.663417	7	0.315691	1.380029			
13601889409	-1.663088	7	0.315763	1.380008			
13600987073	-1.662992	7	0.315783	1.380002			
2632280641	0.706334	6	1.631653	1.379989			
13598598529	-1.662739	7	0.315839	1.379986			
13598219329	-1.662699	7	0.315848	1.379983			
13596339329	-1.662499	7	0.315891	1.379971			
13595790529	-1.662441	7	0.315904	1.379967			
13595654209	-1.662427	7	0.315907	1.379966			
13595536961	-1.662414	7	0.315910	1.379965			
13594346369	-1.662288	7	0.315938	1.379957			
13594119041	-1.662264	7	0.315943	1.379956			
13593390401	-1.662186	7	0.315960	1.379951			
13591722049	-1.662009	7	0.315999	1.379940			
13591066561	-1.661940	7	0.316014	1.379935			
2631660289	0.706674	6	1.632037	1.379934			
13590247169	-1.661853	7	0.316033	1.379930			
13587342017	-1.661544	7	0.316101	1.379910			
2631317761	0.706862	6	1.632250	1.379903			
13582446401	-1.661024	7	0.316215	1.379877			
13580489473	-1.660816	7	0.316260	1.379864			
13579137281	-1.660673	7	0.316292	1.379855			
13579035649	-1.660662	7	0.316294	1.379854			
13575773569	-1.660315	7	0.316370	1.379832			
13572690689	-1.659988	7	0.316442	1.379812			
13572230657	-1.659939	7	0.316453	1.379809			
13571443073	-1.659855	7	0.316471	1.379803			
13568083777	-1.659498	7	0.316549	1.379781			
13562439169	-1.658898	7	0.316681	1.379743			
13562240449	-1.658876	7	0.316686	1.379741			
13562122817	-1.658864	7	0.316688	1.379741			
2629201409	0.708022	6	1.633563	1.379714			
13552561537	-1.657847	7	0.316912	1.379676			
13552269889	-1.657815	7	0.316919	1.379674			
13551517633	-1.657735	7	0.316936	1.379669			
13550594689	-1.657637	7	0.316958	1.379663			
13548512833	-1.657415	7	0.317007	1.379649			
13547983681	-1.657359	7	0.317019	1.379645			
13546702529	-1.657223	7	0.317049	1.379637			
13545631681	-1.657109	7	0.317074	1.379629			
13545348161	-1.657078	7	0.317081	1.379627			
13544898817	-1.657031	7	0.317091	1.379624			
13544347841	-1.656972	7	0.317104	1.379621			
13543948801	-1.656929	7	0.317113	1.379618			
13542891841	-1.656817	7	0.317138	1.379611			
13542384257	-1.656763	7	0.317150	1.379607			
13541447873	-1.656663	7	0.317172	1.379601			
13541027329	-1.656618	7	0.317182	1.379598			
2627799553	0.708792	6	1.634435	1.379588			
13538150273	-1.656312	7	0.317249	1.379579			
13537851841	-1.656280	7	0.317256	1.379577			
13536412609	-1.656126	7	0.317290	1.379567			
13535866433	-1.656068	7	0.317303	1.379563			
13535513921	-1.656031	7	0.317311	1.379561			
13534201729	-1.655891	7	0.317342	1.379552			
13531805569	-1.655635	7	0.317398	1.379536			
13531502657	-1.655603	7	0.317405	1.379534			
13531293761	-1.655581	7	0.317410	1.379533			
13530958081	-1.655545	7	0.317418	1.379530			
13529295233	-1.655368	7	0.317457	1.379519			
13528490369	-1.655282	7	0.317476	1.379514			
13526684417	-1.655089	7	0.317518	1.379501			
13525830337	-1.654998	7	0.317538	1.379496			
13525330241	-1.654945	7	0.317550	1.379492			
13523713793	-1.654772	7	0.317588	1.379481			
13522820417	-1.654677	7	0.317609	1.379475			
13522575169	-1.654651	7	0.317615	1.379474			
13522280897	-1.654619	7	0.317622	1.379472			
2626432321	0.709543	6	1.635286	1.379465			
13519921729	-1.654368	7	0.317677	1.379456			
13519157633	-1.654286	7	0.317695	1.379451			
2626263361	0.709636	6	1.635391	1.379450			
13518226049	-1.654187	7	0.317717	1.379444			
13515676033	-1.653915	7	0.317777	1.379427			
13514974657	-1.653840	7	0.317793	1.379422			
2625820609	0.709879	6	1.635667	1.379411			
13512703937	-1.653597	7	0.317847	1.379407			
13512658433	-1.653592	7	0.317848	1.379407			
13512516161	-1.653577	7	0.317851	1.379406			
13511630593	-1.653483	7	0.317872	1.379400			
13509802753	-1.653288	7	0.317915	1.379387			
13509729281	-1.653280	7	0.317917	1.379387			
13507805761	-1.653074	7	0.317962	1.379374			
13507728833	-1.653066	7	0.317964	1.379373			
2624891393	0.710389	6	1.636246	1.379327			
13498744577	-1.652106	7	0.318175	1.379312			
13498231297	-1.652051	7	0.318187	1.379309			
13497936769	-1.652020	7	0.318194	1.379307			
13495357313	-1.651744	7	0.318255	1.379289			
13494051841	-1.651605	7	0.318286	1.379280			
2624270273	0.710731	6	1.636633	1.379272			
13490588737	-1.651234	7	0.318368	1.379257			
13490068673	-1.651179	7	0.318380	1.379253			
13488908161	-1.651055	7	0.318407	1.379245			
13488876097	-1.651051	7	0.318408	1.379245			
13488753601	-1.651038	7	0.318411	1.379244			
13487687233	-1.650924	7	0.318436	1.379237			
13487571073	-1.650912	7	0.318439	1.379236			
1453206977	1.563407	6	2.955510	1.379218			
13483728833	-1.650500	7	0.318530	1.379210			
13482503681	-1.650369	7	0.318559	1.379202			
13481504513	-1.650262	7	0.318582	1.379195			
13478466241	-1.649937	7	0.318654	1.379175			
13478098177	-1.649898	7	0.318663	1.379172			
13475867201	-1.649659	7	0.318715	1.379157			
13473489473	-1.649404	7	0.318772	1.379141			
13472874241	-1.649339	7	0.318786	1.379136			
13472437441	-1.649292	7	0.318797	1.379134			
13472385601	-1.649286	7	0.318798	1.379133			
13468557121	-1.648876	7	0.318888	1.379107			
13468278209	-1.648846	7	0.318895	1.379105			
13466657921	-1.648673	7	0.318933	1.379094			
13463272513	-1.648310	7	0.319014	1.379071			
13462143809	-1.648189	7	0.319040	1.379063			
2621923649	0.712021	6	1.638098	1.379061			
13458665921	-1.647816	7	0.319123	1.379040			
13454267201	-1.647345	7	0.319227	1.379010			
13453580033	-1.647271	7	0.319243	1.379005			
13449476609	-1.646831	7	0.319341	1.378977			
13448397121	-1.646715	7	0.319366	1.378970			
13446579841	-1.646520	7	0.319410	1.378957			
13442641601	-1.646098	7	0.319503	1.378930			
13439903233	-1.645804	7	0.319568	1.378912			
13437990337	-1.645598	7	0.319614	1.378899			
13435599169	-1.645342	7	0.319671	1.378882			
13435036481	-1.645281	7	0.319684	1.378879			
2619628289	0.713285	6	1.639533	1.378855			
13431047233	-1.644853	7	0.319779	1.378851			
13430561537	-1.644801	7	0.319791	1.378848			
13429730753	-1.644711	7	0.319810	1.378842			
13427628673	-1.644485	7	0.319860	1.378828			
13426421633	-1.644356	7	0.319889	1.378820			
13426362881	-1.644349	7	0.319891	1.378819			
13424198017	-1.644117	7	0.319942	1.378804			
13416437633	-1.643283	7	0.320127	1.378751			
13415872321	-1.643222	7	0.320141	1.378747			
13415213633	-1.643151	7	0.320156	1.378743			
13414665601	-1.643092	7	0.320170	1.378739			
13414014017	-1.643022	7	0.320185	1.378735			
13413695041	-1.642988	7	0.320193	1.378733			
13412790337	-1.642890	7	0.320214	1.378726			
13411864321	-1.642791	7	0.320236	1.378720			
13409588609	-1.642546	7	0.320291	1.378704			
13409542529	-1.642541	7	0.320292	1.378704			
2617919809	0.714226	6	1.640603	1.378701			
13406395201	-1.642202	7	0.320367	1.378683			
13405929473	-1.642152	7	0.320378	1.378679			
13404807041	-1.642031	7	0.320405	1.378672			
13403011649	-1.641838	7	0.320448	1.378659			
13402862593	-1.641822	7	0.320451	1.378658			
13402853953	-1.641821	7	0.320452	1.378658			
13401842497	-1.641712	7	0.320476	1.378651			
13400689153	-1.641588	7	0.320503	1.378643			
13400306177	-1.641547	7	0.320513	1.378641			
13400019137	-1.641516	7	0.320519	1.378639			
13398143617	-1.641314	7	0.320564	1.378626			
13394972417	-1.640973	7	0.320640	1.378604			
13393918913	-1.640859	7	0.320665	1.378597			
13387844737	-1.640205	7	0.320811	1.378555			
13386857089	-1.640098	7	0.320835	1.378549			
13384739201	-1.639870	7	0.320885	1.378534			
13384651201	-1.639860	7	0.320888	1.378533			
13384531393	-1.639848	7	0.320890	1.378533			
13384483009	-1.639842	7	0.320892	1.378532			
13384425409	-1.639836	7	0.320893	1.378532			
13383102913	-1.639694	7	0.320925	1.378523			
13382242369	-1.639601	7	0.320945	1.378517			
13382098049	-1.639585	7	0.320949	1.378516			
13380780737	-1.639443	7	0.320980	1.378507			
13380709249	-1.639436	7	0.320982	1.378506			
13380511489	-1.639414	7	0.320987	1.378505			
13379408257	-1.639295	7	0.321013	1.378497			
13379074369	-1.639259	7	0.321021	1.378495			
13378459649	-1.639193	7	0.321036	1.378491			
2615518337	0.715550	7	1.642109	1.378485			
13376906177	-1.639025	7	0.321073	1.378480			
13374763777	-1.638794	7	0.321125	1.378465			
13374658753	-1.638783	7	0.321127	1.378465			
13372457729	-1.638546	7	0.321180	1.378450			
13369721537	-1.638250	7	0.321246	1.378431			
13365485057	-1.637793	7	0.321348	1.378402			
13365201281	-1.637763	7	0.321354	1.378400			
13362808897	-1.637504	7	0.321412	1.378383			
13362531649	-1.637474	7	0.321419	1.378381			
13360949633	-1.637304	7	0.321457	1.378370			
13359339073	-1.637130	7	0.321495	1.378359			
13358492993	-1.637038	7	0.321516	1.378353			
13356631361	-1.636837	7	0.321561	1.378341			
13354521857	-1.636609	7	0.321611	1.378326			
13354149313	-1.636569	7	0.321620	1.378323			
13352240641	-1.636363	7	0.321666	1.378310			
13352223361	-1.636361	7	0.321667	1.378310			
13351972609	-1.636334	7	0.321673	1.378308			
13351757633	-1.636311	7	0.321678	1.378307			
13351075201	-1.636237	7	0.321694	1.378302			
13350316417	-1.636155	7	0.321713	1.378297			
13348050433	-1.635910	7	0.321767	1.378281			
13347617537	-1.635863	7	0.321778	1.378278			
13347242497	-1.635823	7	0.321787	1.378276			
13342546433	-1.635315	7	0.321900	1.378243			
13338601153	-1.634888	7	0.321995	1.378216			
13336058497	-1.634613	7	0.322057	1.378199			
13335216641	-1.634522	7	0.322077	1.378193			
13335146689	-1.634515	7	0.322079	1.378192			
2612211521	0.717375	6	1.644188	1.378188			
13332666497	-1.634246	7	0.322139	1.378175			
13332253313	-1.634202	7	0.322149	1.378172			
13330629761	-1.634026	7	0.322188	1.378161			
13330299457	-1.633990	7	0.322196	1.378159			
13329840577	-1.633940	7	0.322207	1.378156			
13328938241	-1.633843	7	0.322229	1.378149			
2611674497	0.717672	6	1.644526	1.378140			
13327477057	-1.633685	7	0.322264	1.378139			
13327369537	-1.633673	7	0.322267	1.378139			
13327267841	-1.633662	7	0.322269	1.378138			
13326011393	-1.633526	7	0.322300	1.378129			
13322988737	-1.633199	7	0.322373	1.378108			
13322410817	-1.633136	7	0.322387	1.378104			
13321981249	-1.633090	7	0.322397	1.378101			
13316194753	-1.632463	7	0.322537	1.378061			
13316014913	-1.632443	7	0.322541	1.378060			
13314411457	-1.632270	7	0.322580	1.378049			
2610662401	0.718231	6	1.645164	1.378048			
13314081601	-1.632234	7	0.322588	1.378047			
13313540993	-1.632175	7	0.322601	1.378043			
13312494721	-1.632062	7	0.322627	1.378036			
13308771649	-1.631658	7	0.322717	1.378010			
13303470529	-1.631084	7	0.322846	1.377973			
13303291649	-1.631064	7	0.322850	1.377972			
13302562753	-1.630985	7	0.322868	1.377967			
13302518401	-1.630980	7	0.322869	1.377966			
13301908801	-1.630914	7	0.322884	1.377962			
13299285761	-1.630630	7	0.322947	1.377944			
13298683649	-1.630564	7	0.322962	1.377940			
13298628289	-1.630558	7	0.322963	1.377939			
13296467521	-1.630324	7	0.323016	1.377924			
2609221313	0.719028	6	1.646072	1.377919			
13294877377	-1.630151	7	0.323054	1.377913			
13291478593	-1.629783	7	0.323137	1.377890			
13291060801	-1.629737	7	0.323147	1.377887			
13290956417	-1.629726	7	0.323150	1.377886			
13290187969	-1.629642	7	0.323168	1.377881			
13289301889	-1.629546	7	0.323190	1.377875			
13287534209	-1.629354	7	0.323233	1.377862			
13286005633	-1.629188	7	0.323270	1.377852			
13284413633	-1.629015	7	0.323309	1.377841			
13283990593	-1.628970	7	0.323319	1.377838			
13283457601	-1.628912	7	0.323332	1.377834			
13281749057	-1.628726	7	0.323374	1.377822			
13278922561	-1.628419	7	0.323442	1.377803			
13277451137	-1.628259	7	0.323478	1.377792			
13276574209	-1.628164	7	0.323500	1.377786			
2607682433	0.719879	6	1.647044	1.377780			
13273784129	-1.627861	7	0.323568	1.377767			
13273386689	-1.627817	7	0.323577	1.377764			
13272398273	-1.627710	7	0.323601	1.377757			
13271175937	-1.627577	7	0.323631	1.377749			
13270841473	-1.627541	7	0.323639	1.377746			
13270798657	-1.627536	7	0.323640	1.377746			
13270424129	-1.627495	7	0.323650	1.377743			
13270364609	-1.627489	7	0.323651	1.377743			
13269582913	-1.627404	7	0.323670	1.377738			
13269457601	-1.627390	7	0.323673	1.377737			
13268433281	-1.627279	7	0.323698	1.377730			
13266465217	-1.627065	7	0.323746	1.377716			
13266345857	-1.627052	7	0.323749	1.377715			
13259521217	-1.626310	7	0.323916	1.377668			
13259420353	-1.626299	7	0.323918	1.377667			
13258859137	-1.626238	7	0.323932	1.377663			
13258501441	-1.626199	7	0.323941	1.377660			
13255437697	-1.625865	7	0.324016	1.377639			
13254844481	-1.625801	7	0.324030	1.377635			
13254500737	-1.625763	7	0.324038	1.377633			
13252651969	-1.625562	7	0.324084	1.377620			
13251621569	-1.625450	7	0.324109	1.377612			
13250820097	-1.625363	7	0.324128	1.377607			
13247848897	-1.625039	7	0.324201	1.377586			
13247165441	-1.624965	7	0.324218	1.377581			
13245494657	-1.624783	7	0.324259	1.377570			
13244440897	-1.624668	7	0.324285	1.377562			
13243980929	-1.624618	7	0.324296	1.377559			
13243704193	-1.624588	7	0.324303	1.377557			
13242934657	-1.624504	7	0.324321	1.377552			
13242190849	-1.624423	7	0.324340	1.377547			
2605025729	0.721350	7	1.648724	1.377540			
13241072513	-1.624301	7	0.324367	1.377539			
13241064449	-1.624300	7	0.324367	1.377539			
13241022209	-1.624295	7	0.324368	1.377538			
13240077761	-1.624193	7	0.324391	1.377532			
13239149249	-1.624091	7	0.324414	1.377525			
13239069377	-1.624083	7	0.324416	1.377525			
13238568769	-1.624028	7	0.324428	1.377521			
13236002369	-1.623748	7	0.324491	1.377503			
13235216833	-1.623663	7	0.324511	1.377498			
13234570177	-1.623592	7	0.324526	1.377493			
13228985729	-1.622983	7	0.324663	1.377454			
13227877441	-1.622863	7	0.324691	1.377447			
13227523457	-1.622824	7	0.324699	1.377444			
13227218497	-1.622791	7	0.324707	1.377442			
13226942593	-1.622761	7	0.324714	1.377440			
13225510913	-1.622604	7	0.324749	1.377430			
13224927041	-1.622541	7	0.324763	1.377426			
13224238529	-1.622466	7	0.324780	1.377421			
13223178049	-1.622350	7	0.324806	1.377414			
13222391617	-1.622264	7	0.324825	1.377408			
13222172801	-1.622240	7	0.324831	1.377407			
13220530241	-1.622061	7	0.324871	1.377395			
13220252737	-1.622031	7	0.324878	1.377393			
13217238401	-1.621702	7	0.324952	1.377372			
13213644929	-1.621309	7	0.325040	1.377347			
13213347649	-1.621277	7	0.325048	1.377345			
13213192129	-1.621260	7	0.325051	1.377344			
13205308801	-1.620399	7	0.325246	1.377289			
13203191809	-1.620168	7	0.325298	1.377274			
13199800577	-1.619797	7	0.325381	1.377250			
13198908097	-1.619700	7	0.325403	1.377244			
13197320449	-1.619526	7	0.325442	1.377233			
13196473217	-1.619433	7	0.325463	1.377227			
13194798913	-1.619250	7	0.325505	1.377215			
13193240129	-1.619080	7	0.325543	1.377204			
2601290177	0.723420	6	1.651091	1.377203			
13192374337	-1.618985	7	0.325564	1.377198			
13188521089	-1.618564	7	0.325660	1.377171			
13187773121	-1.618482	7	0.325678	1.377166			
13186190977	-1.618309	7	0.325717	1.377154			
13186125697	-1.618302	7	0.325719	1.377154			
13186069249	-1.618296	7	0.325720	1.377154			
13185377473	-1.618220	7	0.325737	1.377149			
13178416897	-1.617458	7	0.325909	1.377100			
13177477633	-1.617355	7	0.325932	1.377093			
13174233409	-1.617000	7	0.326013	1.377070			
13171175489	-1.616665	7	0.326088	1.377049			
2599525633	0.724399	7	1.652212	1.377044			
13170364609	-1.616576	7	0.326108	1.377043			
13167967361	-1.616314	7	0.326168	1.377026			
13166812289	-1.616187	7	0.326196	1.377018			
13165202177	-1.616011	7	0.326236	1.377007			
13164720641	-1.615958	7	0.326248	1.377003			
13162860353	-1.615754	7	0.326294	1.376990			
13162727233	-1.615739	7	0.326298	1.376989			
13160820481	-1.615530	7	0.326345	1.376976			
13160451841	-1.615490	7	0.326354	1.376973			
13160415361	-1.615486	7	0.326355	1.376973			
13159910209	-1.615431	7	0.326368	1.376969			
13156381633	-1.615044	7	0.326455	1.376945			
13156234753	-1.615028	7	0.326459	1.376944			
13155797953	-1.614980	7	0.326470	1.376940			
13155180161	-1.614912	7	0.326485	1.376936			
13154936833	-1.614885	7	0.326491	1.376934			
13153579969	-1.614736	7	0.326525	1.376925			
13152797761	-1.614651	7	0.326544	1.376919			
13152065153	-1.614570	7	0.326562	1.376914			
13151729537	-1.614533	7	0.326571	1.376912			
13151375233	-1.614495	7	0.326579	1.376909			
13150728961	-1.614424	7	0.326595	1.376905			
13148011649	-1.614126	7	0.326663	1.376885			
13145874689	-1.613891	7	0.326716	1.376870			
13145202113	-1.613817	7	0.326733	1.376866			
13142538817	-1.613525	7	0.326799	1.376847			
13141382593	-1.613398	7	0.326828	1.376839			
13140174721	-1.613265	7	0.326858	1.376830			
13140167809	-1.613265	7	0.326858	1.376830			
13139291201	-1.613168	7	0.326880	1.376824			
13132395137	-1.612411	7	0.327051	1.376775			
13131495361	-1.612312	7	0.327074	1.376769			
13129279873	-1.612069	7	0.327129	1.376753			
13127298049	-1.611851	7	0.327178	1.376739			
13127105729	-1.611830	7	0.327183	1.376738			
13126467649	-1.611760	7	0.327199	1.376733			
2596027073	0.726342	7	1.654439	1.376727			
13125580033	-1.611662	7	0.327221	1.376727			
13124858497	-1.611583	7	0.327239	1.376722			
13120179713	-1.611068	7	0.327356	1.376689			
13118025281	-1.610832	7	0.327410	1.376673			
13117517761	-1.610776	7	0.327422	1.376670			
13113921409	-1.610380	7	0.327512	1.376644			
13113615041	-1.610346	7	0.327520	1.376642			
13113522241	-1.610336	7	0.327522	1.376642			
13112310977	-1.610203	7	0.327552	1.376633			
13111060097	-1.610065	7	0.327584	1.376624			
13109219393	-1.609863	7	0.327630	1.376611			
13108684993	-1.609804	7	0.327643	1.376607			
13108450561	-1.609778	7	0.327649	1.376606			
13105302401	-1.609432	7	0.327727	1.376583			
13104978049	-1.609396	7	0.327736	1.376581			
13103444737	-1.609227	7	0.327774	1.376570			
13102747969	-1.609150	7	0.327791	1.376565			
2594208769	0.727353	6	1.655598	1.376563			
13102348481	-1.609106	7	0.327801	1.376562			
13102282241	-1.609099	7	0.327803	1.376562			
13098887873	-1.608725	7	0.327888	1.376538			
13097455297	-1.608567	7	0.327924	1.376528			
13095603841	-1.608364	7	0.327970	1.376514			
13093759297	-1.608160	7	0.328016	1.376501			
13093254337	-1.608105	7	0.328029	1.376498			
13092066881	-1.607974	7	0.328059	1.376489			
2593147969	0.727943	7	1.656275	1.376467			
13088367553	-1.607566	7	0.328151	1.376463			
13087144321	-1.607431	7	0.328182	1.376454			
13085081153	-1.607204	7	0.328234	1.376440			
13081814593	-1.606844	7	0.328316	1.376416			
13079993473	-1.606643	7	0.328362	1.376404			
13077466049	-1.606364	7	0.328425	1.376386			
13077260033	-1.606341	7	0.328430	1.376384			
13077213697	-1.606336	7	0.328431	1.376384			
13072466881	-1.605812	7	0.328551	1.376350			
13072328897	-1.605797	7	0.328554	1.376349			
2591715521	0.728740	6	1.657191	1.376337			
13069058369	-1.605436	7	0.328636	1.376326			
13067500417	-1.605264	7	0.328676	1.376315			
13063695553	-1.604844	7	0.328771	1.376287			
13063399681	-1.604811	7	0.328779	1.376285			
2591000641	0.729138	6	1.657648	1.376273			
13056563969	-1.604056	7	0.328951	1.376237			
13056386881	-1.604037	7	0.328955	1.376235			
13050324929	-1.603367	7	0.329108	1.376192			
13049621441	-1.603289	7	0.329126	1.376187			
13049201281	-1.603242	7	0.329136	1.376184			
13048819457	-1.603200	7	0.329146	1.376181			
13048480961	-1.603163	7	0.329155	1.376179			
13048295681	-1.603142	7	0.329159	1.376178			
13046832193	-1.602981	7	0.329196	1.376167			
13046029121	-1.602892	7	0.329216	1.376161			
13045796993	-1.602866	7	0.329222	1.376160			
13045590529	-1.602843	7	0.329228	1.376158			
13045206913	-1.602801	7	0.329237	1.376156			
13043283073	-1.602588	7	0.329286	1.376142			
13042686593	-1.602522	7	0.329301	1.376138			
13041941441	-1.602440	7	0.329320	1.376132			
13041713473	-1.602414	7	0.329325	1.376131			
1437353089	1.579233	6	2.988109	1.376118			
13039432129	-1.602162	7	0.329383	1.376114			
13039101953	-1.602125	7	0.329391	1.376112			
13035425153	-1.601719	7	0.329484	1.376086			
13034981633	-1.601669	7	0.329495	1.376083			
13034434241	-1.601609	7	0.329509	1.376079			
13032425729	-1.601387	7	0.329560	1.376064			
13031400449	-1.601273	7	0.329586	1.376057			
13028053889	-1.600903	7	0.329671	1.376033			
13025745793	-1.600647	7	0.329729	1.376016			
13025011777	-1.600566	7	0.329748	1.376011			
13021541761	-1.600181	7	0.329836	1.375986			
13020278657	-1.600041	7	0.329868	1.375977			
13017144641	-1.599694	7	0.329947	1.375955			
13015360961	-1.599496	7	0.329992	1.375942			
13015356161	-1.599496	7	0.329992	1.375942			
13014519233	-1.599403	7	0.330014	1.375936			
13012757441	-1.599208	7	0.330058	1.375923			
13011748801	-1.599096	7	0.330084	1.375916			
13007565569	-1.598632	7	0.330190	1.375886			
13005933313	-1.598451	7	0.330231	1.375874			
13004220289	-1.598261	7	0.330275	1.375862			
13002652673	-1.598087	7	0.330315	1.375851			
13002397633	-1.598059	7	0.330321	1.375849			
13001833409	-1.597996	7	0.330336	1.375845			
13001162113	-1.597922	7	0.330353	1.375840			
12999807169	-1.597771	7	0.330387	1.375830			
12999669121	-1.597756	7	0.330391	1.375830			
12998209153	-1.597594	7	0.330428	1.375819			
12996743297	-1.597431	7	0.330465	1.375808			
12996569281	-1.597412	7	0.330469	1.375807			
12996291521	-1.597381	7	0.330476	1.375805			
12995456321	-1.597288	7	0.330498	1.375799			
12994116097	-1.597139	7	0.330532	1.375790			
12994015873	-1.597128	7	0.330534	1.375789			
12993925057	-1.597118	7	0.330537	1.375788			
12991593089	-1.596859	7	0.330596	1.375771			
12991378753	-1.596835	7	0.330601	1.375770			
12991282177	-1.596825	7	0.330604	1.375769			
12990947521	-1.596788	7	0.330612	1.375767			
12989951873	-1.596677	7	0.330638	1.375760			
2585285953	0.732323	6	1.661312	1.375754			
12987145537	-1.596365	7	0.330709	1.375740			
12985393601	-1.596171	7	0.330754	1.375727			
12984191041	-1.596037	7	0.330784	1.375718			
12983311681	-1.595939	7	0.330807	1.375712			
12981696449	-1.595760	7	0.330848	1.375700			
12980780993	-1.595658	7	0.330871	1.375694			
12977990209	-1.595348	7	0.330942	1.375674			
12976553921	-1.595188	7	0.330979	1.375663			
12974998081	-1.595015	7	0.331019	1.375652			
12972711041	-1.594761	7	0.331077	1.375636			
12971113601	-1.594583	7	0.331118	1.375624			
12969717121	-1.594428	7	0.331154	1.375614			
12969463873	-1.594400	7	0.331160	1.375612			
12969453313	-1.594399	7	0.331160	1.375612			
12968736769	-1.594319	7	0.331179	1.375607			
12968714881	-1.594316	7	0.331179	1.375607			
12966203713	-1.594037	7	0.331243	1.375589			
12965576257	-1.593967	7	0.331259	1.375584			
12965393537	-1.593947	7	0.331264	1.375583			
12963603713	-1.593748	7	0.331310	1.375570			
2583197569	0.733489	6	1.662655	1.375565			
12961184129	-1.593478	7	0.331372	1.375553			
12960400769	-1.593391	7	0.331392	1.375547			
12958632641	-1.593194	7	0.331437	1.375534			
2582748737	0.733740	6	1.662944	1.375524			
12956464769	-1.592953	7	0.331492	1.375519			
12954923713	-1.592781	7	0.331532	1.375507			
12954098561	-1.592690	7	0.331553	1.375501			
12952355329	-1.592495	7	0.331597	1.375489			
12949334273	-1.592159	7	0.331675	1.375467			
12948917953	-1.592112	7	0.331685	1.375464			
12948783937	-1.592098	7	0.331689	1.375463			
12948581953	-1.592075	7	0.331694	1.375462			
12948428417	-1.592058	7	0.331698	1.375461			
12947860609	-1.591995	7	0.331713	1.375456			
12946766017	-1.591873	7	0.331741	1.375449			
12946207297	-1.591810	7	0.331755	1.375444			
12945375617	-1.591718	7	0.331776	1.375438			
12944465153	-1.591616	7	0.331800	1.375432			
12944282497	-1.591596	7	0.331804	1.375431			
12942358657	-1.591382	7	0.331854	1.375417			
12940903361	-1.591219	7	0.331891	1.375406			
12940466689	-1.591171	7	0.331902	1.375403			
12937557697	-1.590846	7	0.331977	1.375382			
12935318593	-1.590597	7	0.332034	1.375366			
12934797313	-1.590538	7	0.332048	1.375362			
12934667521	-1.590524	7	0.332051	1.375361			
12933592897	-1.590404	7	0.332078	1.375353			
12932432833	-1.590275	7	0.332108	1.375345			
12932276801	-1.590257	7	0.332112	1.375344			
12931698881	-1.590193	7	0.332127	1.375340			
12931502593	-1.590171	7	0.332132	1.375338			
