M4	32	1	12266306753	-1.5139818840043446	29194227456	223425	6.797310769557953	5.034509950938066	16.556957796780697	19.412929889482527	True	umin5/predcr2.4813
M4	32	1	7204192769	-0.7461896392226137	30252554240	344257	7.043721675872803	4.412872634326991	10.137477890893091	11.8148347279456	True	umin5/predcr2.2529
M4	32	1	5783474497	-0.4292893248412639	29926832640	308289	6.9678837060928345	3.998492876571227	8.036173699257413	9.382743787078594	True	umin5/predcr2.1476
M4	32	1	4262885761	0.010816752275840003	39875459584	475649	9.284228920936584	4.624712180723492	8.222349341061737	9.214879774703867	True	umin5/predcr1.9962
M4	32	1	4065171137	0.07933105735325796	30439406592	433921	7.087226629257202	3.4462095776255897	5.761538167343409	6.708034578392789	True	umin5
M4	32	1	3291724481	0.383803559503761	32625967360	457089	7.596324980258942	3.2959041491908105	5.0555179890258515	5.821932317491202	True	umin5
M4	32	1	2908472641	0.5623854127192089	45231818752	757313	10.53135347366333	4.252156431231207	6.454456787627322	7.131638343178227	True	umin5
M4	32	1	2709394817	0.6646765055101973	45267503616	817345	10.53966200351715	4.076903099618217	6.017906310567425	6.64873644832084	True	umin5
M4	32	1	2433845569	0.8194095161322288	35610827008	679041	8.291291773319244	2.999002075350211	4.131784238599003	4.698458068021385	True	umin5
M4	32	1	2155022657	0.9949441087319819	46479294720	932737	10.821804106235504	3.615700677381946	4.928142387997659	5.429897699168219	True	umin5
M4	32	1	2025800129	1.0841553051051385	59288346112	1054785	13.804143786430359	4.424215350355086	6.039309348055273	6.5109776945982984	True	umin5
M4	32	1	1941781697	1.145266129787288	43812934144	946817	10.200993657112122	3.1760301400620183	4.159827037191307	4.611933318570585	True	umin5
M4	32	1	1788854657	1.2636109716722643	46251737088	1031937	10.768821716308594	3.1664070759481295	4.068716015827394	4.485216196072605	True	umin5
M4	32	1	1622511361	1.4044185658472763	67131685376	1383873	15.630313515663147	4.285670085086203	5.526898871101952	5.904669234332467	True	umin5
M4	32	1	1499487617	1.5181775377560385	53797987328	1285441	12.525820016860962	3.2414286232785416	4.023971128062744	4.373097794142958	True	umin5
